"accession","pref_name","standar_type","chembl_id_ligand","canonical_smiles (Canonical)","Activity_type"
"P61586","Transforming protein RhoA","IC50","CHEMBL2398682","C=Cc1cccc(C(=O)N2CCCC(C(=O)Nc3ccc(Cl)cc3)C2)c1","Inactive"
"P61586","Transforming protein RhoA","IC50","CHEMBL2398703","C=Cc1cccc(NC(=O)C2CCCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)c1","Inactive"
"P61586","Transforming protein RhoA","IC50","CHEMBL2398711","CC(=O)c1cccc(NC(=O)C2CCCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)c1","Inactive"
"P61586","Transforming protein RhoA","IC50","CHEMBL2398681","CC(C)(C)CC(=O)Nc1cccc(C(=O)N2CCCC(C(=O)Nc3ccc(Cl)cc3)C2)c1","Inactive"
"P61586","Transforming protein RhoA","IC50","CHEMBL2398687","CCN(CC)S(=O)(=O)c1cccc(C(=O)N2CCCC(C(=O)Nc3ccc(Cl)cc3)C2)c1","Inactive"
"P61586","Transforming protein RhoA","IC50","CHEMBL2398688","COC(=O)c1cccc(C(=O)N2CCCC(C(=O)Nc3ccc(Cl)cc3)C2)c1","Inactive"
"P61586","Transforming protein RhoA","IC50","CHEMBL2398706","COC(=O)c1cccc(NC(=O)C2CCCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)c1","Inactive"
"P61586","Transforming protein RhoA","IC50","CHEMBL2398707","COc1cccc(NC(=O)C2CCCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)c1","Inactive"
"P61586","Transforming protein RhoA","IC50","CHEMBL2398685","CSc1cccc(C(=O)N2CCCC(C(=O)Nc3ccc(Cl)cc3)C2)c1","Inactive"
"P61586","Transforming protein RhoA","IC50","CHEMBL2398705","CSc1cccc(NC(=O)C2CCCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)c1","Inactive"
"P61586","Transforming protein RhoA","IC50","CHEMBL2398684","Cc1cccc(C(=O)N2CCCC(C(=O)Nc3ccc(Cl)cc3)C2)c1","Inactive"
"P61586","Transforming protein RhoA","IC50","CHEMBL2398683","Cc1nc(-c2cccc(C(=O)N3CCCC(C(=O)Nc4ccc(Cl)cc4)C3)c2)cs1","Inactive"
"P61586","Transforming protein RhoA","IC50","CHEMBL2398689","Cc1nc(-c2cccc(C(=O)N3CCCC(C(=O)Nc4ccc(Cl)cc4)C3)c2)no1","Inactive"
"P61586","Transforming protein RhoA","IC50","CHEMBL2398708","N#Cc1cccc(NC(=O)C2CCCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)c1","Inactive"
"P61586","Transforming protein RhoA","IC50","CHEMBL2398686","O=C(Nc1ccc(Cl)cc1)C1CCCN(C(=O)c2cccc(-c3cnco3)c2)C1","Inactive"
"P61586","Transforming protein RhoA","IC50","CHEMBL2398680","O=C(Nc1ccc(Cl)cc1)C1CCCN(C(=O)c2cccc(-c3nccs3)c2)C1","Inactive"
"P61586","Transforming protein RhoA","IC50","CHEMBL2398676","O=C(Nc1ccc(Cl)nc1)C1CCCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1","Inactive"
