"accession","pref_name","standar_type","chembl_id_ligand","canonical_smiles (Canonical)","Activity_type"
"P29353","SHC-transforming protein 1","IC50","CHEMBL505170","C=CCCCCN(CC(=O)N[C@@H](CC(C)C)C(N)=O)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL454525","C=CCCCN(CC(=O)N[C@@H](CC(C)C)C(N)=O)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL447403","C=CCCNC(=O)[C@H](CC(C)C)N(CCC=C)C(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL455247","C=CCCNC(=O)[C@H](CC(C)C)NC(=O)CN(CCC=C)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL453188","C=CCCNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL503497","C=CCCNC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)N(CCC=C)C(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL500848","C=CCCNC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL504756","C=CCN(CC(=O)N[C@@H](CC(C)C)C(N)=O)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL446027","C=CCNC(=O)[C@H](CC(C)C)N(CC=C)C(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL455033","C=CCNC(=O)[C@H](CC(C)C)NC(=O)CN(CC=C)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL510490","C=CCNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)N(CC=C)C(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL507076","C=CCNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL450027","C=CCNC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)N(CC=C)C(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL446382","C=CCNC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)CN(CC=C)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL454532","C=CCNC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)N(CC=C)C(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL501503","C=CCNC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL449059","CC#CCN(CC(=O)N[C@@H](CC(C)C)C(N)=O)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL453469","CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N(CC(=O)N[C@@H](CC(C)C)C(N)=O)Cc1ccccc1","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL446294","CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N(CCC(C)C)CC(=O)N[C@@H](CC(C)C)C(N)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL447641","CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N(CCCC(C)C)CC(=O)N[C@@H](CC(C)C)C(N)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL453773","CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N(CCCC(F)(F)F)CC(=O)N[C@@H](CC(C)C)C(N)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL449835","CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N(CCCCC#N)CC(=O)N[C@@H](CC(C)C)C(N)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL509116","CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N(CCCCF)CC(=O)N[C@@H](CC(C)C)C(N)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL517993","CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@@H](CC(C)C)C(N)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL450488","CCC#CCN(CC(=O)N[C@@H](CC(C)C)C(N)=O)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL505486","CCCCCCN(CC(=O)N[C@@H](CC(C)C)C(N)=O)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL502131","CCCN(CC(=O)N[C@@H](CC(C)C)C(N)=O)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL504632","CCN(CC(=O)N[C@@H](CC(C)C)C(N)=O)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL504171","CCOCCN(CC(=O)N[C@@H](CC(C)C)C(N)=O)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL450821","CCSCCN(CC(=O)N[C@@H](CC(C)C)C(N)=O)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL446509","COCCN(CC(=O)N[C@@H](CC(C)C)C(N)=O)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Inactive"
"P29353","SHC-transforming protein 1","IC50","CHEMBL448828","C=CCCN(CC(=O)N[C@@H](CC(C)C)C(N)=O)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Intermediate"
"P29353","SHC-transforming protein 1","IC50","CHEMBL449283","C=CCCNC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)CN(CCC=C)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Intermediate"
"P29353","SHC-transforming protein 1","IC50","CHEMBL505984","CCCCCN(CC(=O)N[C@@H](CC(C)C)C(N)=O)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Intermediate"
"P29353","SHC-transforming protein 1","IC50","CHEMBL462247","CCCCN(CC(=O)N[C@@H](CC(C)C)C(N)=O)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O","Intermediate"
