"accession","pref_name","standar_type","chembl_id_ligand","canonical_smiles (Canonical)","Activity_type"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL366543","C/C(S)=N/[C@@H]1CCCCNC(=O)[C@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL433805","C/C(S)=N/[C@H]1CCCCNC(=O)[C@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL355776","CC(=O)N[C@@H](Cc1ccc(C(C(=O)O)C(=O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL368263","CC(=O)N[C@@H](Cc1ccc(C(C(=O)O)C(=O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCn2ccc3cc(C)ccc32)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL443564","CC(=O)N[C@@H](Cc1ccc(C(F)(C(=O)O)C(=O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL115699","CC(=O)N[C@@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL308867","CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)C(O)c2ccccc2)cc1)C(=O)NC1(C(=O)N[C@@H]2CCCC[C@@H]2C(N)=O)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL276046","CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2c(O)ccc3ccccc23)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL71034","CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2c[nH]c3ccccc23)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL19378","CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2ccc3cccc(O)c3c2)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL278567","CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3cc(O)ccc23)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL276300","CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccc(O)cc23)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL19417","CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL72996","CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cn(C)c3ccccc23)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL72437","CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCn2c(C)cc3ccccc32)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL72114","CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCn2cc(C)c3ccccc32)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL72036","CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCn2ccc3cc(C)ccc32)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL431381","CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCn2ccc3cc(Cl)ccc32)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL72525","CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCn2ccc3cc(N(C)C)ccc32)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL73003","CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCn2ccc3cc(O)ccc32)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL431982","CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCn2ccc3ccccc32)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL78242","CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H]2CCCC[C@@H]2C(N)=O)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL331463","CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2c(O)ccc3ccccc23)CCCCC1","Active"
