"accession","pref_name","standar_type","chembl_id_ligand","canonical_smiles (Canonical)","Activity_type"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL4218417","CC(C)OCc1ccc2c(c1)c1c3c(c4c5ccccc5[nH]c4c1n2CCO)CNC3=O","Active"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL277817","CCOCc1ccc2c(c1)c1c3c(c4c5cc(COCC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O","Active"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL299496","CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2C1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O","Active"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL290352","CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O","Active"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL288229","CCSCc1ccc2c(c1)c1c3c(c4c5ccccc5n5c4c1n2[C@@]1(C)O[C@@H]5C[C@]1(O)C(=O)OC)C(=O)NC3","Active"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL2436978","CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1","Active"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL2436977","CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5cnc6[nH]ccc6c5)c4c3)cc2)CC1","Active"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL388978","CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4","Active"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL289772","COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccc(CO)cc3c3c4c(c5c6cc(CO)ccc6n2c5c31)C(=O)NC4","Active"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL416056","COC(=O)[C@]1(O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4","Active"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL288817","COCc1ccc2c(c1)c1c3c(c4c5cc(COC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O","Active"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL2436982","COc1cc(-c2cnc3[nH]cc(-c4ccc(N)nc4)c3c2)cc(OC)c1OC","Active"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL2436980","COc1cc(-c2cnc3[nH]cc(-c4ccc5[nH]ccc5c4)c3c2)cc(OC)c1OC","Active"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL2436976","COc1cc(-c2cnc3[nH]cc(-c4cnc(N)nc4)c3c2)cc(OC)c1OC","Active"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL2436981","Nc1ccc(-c2cnc3[nH]cc(-c4ccc5[nH]ccc5c4)c3c2)cn1","Active"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL386636","O=C1NC(=O)c2c1c1c(c3[nH]c4ccccc4c23)CCc2ccccc2-1","Active"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL221536","O=C1NCc2c1c1c3ccccc3sc1c1[nH]c3ccccc3c21","Active"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL374581","O=C1NCc2c3c(c4[nH]c5ccccc5c4c21)CCc1ccccc1-3","Active"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL4786783","C#Cc1nc(Nc2cccc(CC(N)=O)c2)nc2[nH]cnc12","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL4276946","CC(=O)n1nc(C)c(-c2ccc(Cl)c(Cl)c2)c1N","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL4640712","CC(C)(C#N)c1cc(Nc2nc(N3CCC[C@H](N)C3)ncc2C(N)=O)cc(C(C)(C)C#N)c1","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL2205766","CC(C)(C)NS(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL4648967","CC(C)(C)c1cc(Nc2nc(N3CCC[C@H](N)C3)ncc2C(N)=O)cc(C(C)(C)C)c1","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL4777288","CC(C)(C)c1ccc(-c2coc3ccc(-c4cn[nH]c4)nc23)cc1","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL4778153","CC(C)(C)c1ccc(-c2coc3ccc(-c4cn[nH]n4)nc23)cc1","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL4635883","CC(C)c1cc(Nc2nc(N3CCC[C@H](N)C3)ncc2C(N)=O)cc(C(C)C)n1","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL3719135","CC(C)n1nc(-c2cnc(N)c(OC(F)(F)F)c2)cc1[C@@H]1[C@H]2CN(C3COC3)C[C@H]21","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL4548361","COc1cc(Br)cc2[nH]c(I)c(-c3cnc(-c4ccc[nH]4)o3)c12","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL4476426","COc1cc(Br)cc2[nH]cc(-c3cnc(-c4cc(Br)c[nH]4)o3)c12","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL4475097","COc1cc(Br)cc2[nH]cc(-c3cnc(-c4ccc(Br)[nH]4)o3)c12","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL4446434","COc1cc(Br)cc2[nH]cc(-c3cnc(-c4ccc[nH]4)o3)c12","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL4555884","COc1cc(Br)cc2[nH]cc(-c3oc(-c4ccc[nH]4)nc3I)c12","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL4564337","COc1cc2c(-c3cnc(-c4ccc[nH]4)o3)c[nH]c2cc1Br","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL1087421","COc1cc2c(cc1Cl)C(c1ccc(Cl)c(Cl)c1)=NCC2","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL1088633","COc1cc2c(cc1Cl)C(c1cccc(Cl)c1)=NCC2","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL604087","COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CNCC4)c2)cc1OC","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL185238","Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL3745885","Cn1c(=O)c(S(=O)(=O)c2ccc(F)cc2F)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL2171124","Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL3393333","N#Cc1ccnc(Nc2cc(C3CCN(C4COC4)CC3)cc(N3CCC(F)(F)C3)n2)c1","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL3629013","N#Cc1ccnc(Nc2cc(C3CCN(C4COC4)CC3)n(C3CCCC3)n2)c1","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL3715238","Nc1ncc(-c2cc([C@@H]3[C@H]4CN(C5COC5)C[C@H]43)n(CC3CC3)n2)cc1C(F)(F)F","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL17031","O=C1NCc2c(-c3ccccc3)cc3[nH]c4ccccc4c3c21","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL278969","O=C1NCc2c1c(-c1ccccc1)cc1[nH]c3ccccc3c21","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL201931","O=C1NCc2c1c1c(c3[nH]c4ccccc4c23)CCC1","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL375085","O=C1NCc2c1c1c(c3[nH]c4ccccc4c23)CCc2ccccc2-1","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL510795","O=C1NCc2c1c1c(c3c2c2ccccc2n3CCO)CCc2ccccc2-1","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL374639","O=C1NCc2c1c1c3ccccc3oc1c1[nH]c3ccccc3c21","Inactive"
"Q16584","Mitogen-activated protein kinase kinase kinase 11","IC50","CHEMBL222068","O=C1NCc2c1c1c3ccccc3sc1c1sc3ccccc3c21","Inactive"
