chembl_id_ligand,smiles,activity_type
CHEMBL4553214,CC(=O)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,Active
CHEMBL4474320,CC(=O)N1CCC(C(=O)N2N=CC[C@H]2c2ccccc2)CC1,Active
CHEMBL4068954,CC(=O)Nc1ccc2c(c1)N(C)C(=O)[C@@H](NC(=O)c1cc(Cc3ccccc3)on1)CO2,Active
CHEMBL3109206,CC(=O)c1cccc(NC(=O)Nc2cccc(-c3c[nH]c4ncc(-c5ccccc5)cc34)c2)c1,Active
CHEMBL4467752,CC(C)(C)C(=O)N1N=CCC1C1CCCC1,Active
CHEMBL4590117,CC(C)(C)C(=O)N1N=CCC1C1CCCCC1,Active
CHEMBL4472572,CC(C)(C)C(=O)N1N=CCC1C1CCOCC1,Active
CHEMBL4446928,CC(C)(C)C(=O)N1N=CCC1c1c[nH]cn1,Active
CHEMBL4593226,CC(C)(C)C(=O)N1N=CCC1c1cc(F)cc(F)c1,Active
CHEMBL4446758,CC(C)(C)C(=O)N1N=CCC1c1cc[nH]n1,Active
CHEMBL4533161,CC(C)(C)C(=O)N1N=CCC1c1ccc(C(C)(C)C)cc1,Active
CHEMBL4576386,CC(C)(C)C(=O)N1N=CCC1c1ccc(Cl)cc1,Active
CHEMBL4436896,CC(C)(C)C(=O)N1N=CCC1c1ccc(S(C)(=O)=O)cc1,Active
CHEMBL4556131,CC(C)(C)C(=O)N1N=CCC1c1cccc(Cl)c1,Active
CHEMBL4537171,CC(C)(C)C(=O)N1N=CCC1c1cccc(F)c1,Active
CHEMBL4446915,CC(C)(C)C(=O)N1N=CCC1c1ccccc1,Active
CHEMBL4544356,CC(C)(C)C(=O)N1N=CCC1c1ccccn1,Active
CHEMBL4446523,CC(C)(C)C(=O)N1N=CCC1c1cccnc1,Active
CHEMBL4448908,CC(C)(C)C(=O)N1N=CCC1c1ccncc1,Active
CHEMBL4440532,CC(C)(C)C(=O)N1N=CCC1c1cocn1,Active
CHEMBL4521353,CC(C)(C)C(=O)N1N=CC[C@H]1c1ccccc1,Active
CHEMBL3109202,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cccc4c(N)nccc34)cc2)no1,Active
CHEMBL3109221,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3coc4ncnc(N)c34)cc2)no1,Active
CHEMBL4437098,CC(C)(CN)C(=O)N1N=CCC1c1ccccc1,Active
CHEMBL4451628,CC(C)(CO)C(=O)N1N=CCC1c1ccccc1,Active
CHEMBL4519627,CC(C)C(=O)N1N=CCC1c1ccccc1,Active
CHEMBL4469781,CC(C)S(=O)(=O)c1ccc2nccc(Nc3ccc4ncsc4c3)c2c1,Active
CHEMBL4292454,CC(C)n1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,Active
CHEMBL4526661,CCC(=O)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,Active
CHEMBL4085167,CCC(C)(C)C(=O)N(C)Cc1cc(F)cc(F)c1F,Active
CHEMBL4092421,CCC(C)(C)C(=O)N(O)Cc1ccccc1,Active
CHEMBL4290735,CCCCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,Active
CHEMBL3109194,CCS(=O)(=O)c1ccc(-c2cnc3[nH]cc(-c4cccc(NC(=O)Nc5cc(C(F)(F)F)ccc5F)c4)c3c2)cc1,Active
CHEMBL3109219,CCc1cccc(NC(=O)Nc2ccc(-c3coc4ncnc(N)c34)cc2)c1,Active
CHEMBL4281823,CCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,Active
CHEMBL4073321,CN(C)C(=O)c1ccc2c(c1)OC[C@H](N1CCc3c(nn(Cc4ccccc4)c3Cl)C1=O)C(=O)N2C,Active
CHEMBL370438,CN1C(=O)N[C@H](Cc2c[nH]c3c(Cl)cccc23)C1=O,Active
CHEMBL4084681,CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3C#N)C2=O)COc2ccccc21,Active
CHEMBL4102622,CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3C(N)=O)C2=O)COc2ccccc21,Active
CHEMBL4100398,CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Cl)C2=O)COc2cc(C#N)ccc21,Active
CHEMBL4061975,CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Cl)C2=O)COc2ccc(C#N)cc21,Active
CHEMBL4075976,CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Cl)C2=O)COc2ccccc21,Active
CHEMBL4060308,CN1C(=O)[C@@H](N2CCc3cn(CC4CCC4)nc3C2=O)COc2ccccc21,Active
CHEMBL4075705,CN1C(=O)[C@@H](N2CCc3cn(Cc4c(F)cccc4F)nc3C2=O)COc2cc(C#N)ccc21,Active
CHEMBL4082215,CN1C(=O)[C@@H](N2CCc3cn(Cc4c(F)cccc4F)nc3C2=O)COc2ccccc21,Active
CHEMBL4098708,CN1C(=O)[C@@H](N2CCc3cn(Cc4ccc(F)cc4)nc3C2=O)COc2ccccc21,Active
CHEMBL4071690,CN1C(=O)[C@@H](N2CCc3cn(Cc4cccc(F)c4)nc3C2=O)COc2ccccc21,Active
CHEMBL4088216,CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21,Active
CHEMBL4085728,CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4F)nc3C2=O)COc2cc(C#N)ccc21,Active
CHEMBL4090975,CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4F)nc3C2=O)COc2ccccc21,Active
CHEMBL3785482,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)[nH]n2)COc2ccccc21,Active
CHEMBL4071080,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)ccn2)COc2ccccc21,Active
CHEMBL4060644,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)n(C)n2)COc2ccccc21,Active
CHEMBL3786997,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)CCc2ccccc21,Active
CHEMBL3786078,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)CNc2ccccc21,Active
CHEMBL4099698,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)COc2ccc(-c3cc[nH]n3)cc21,Active
CHEMBL4089558,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)COc2ccc(-c3n[nH]c(=O)o3)cc21,Active
CHEMBL4081685,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)COc2ccc(NS(C)(=O)=O)cc21,Active
CHEMBL3785703,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)COc2ccccc21,Active
CHEMBL3785745,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)CSc2ccccc21,Active
CHEMBL4069318,CN1C(=O)[C@@H](NC(=O)c2cn(Cc3ccccc3)cn2)COc2ccccc21,Active
CHEMBL4080978,CN1C(=O)[C@@H](NC(=O)c2cn(Cc3ccccc3)nn2)COc2ccccc21,Active
CHEMBL4453758,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)CCc2cc(F)cc(F)c21,Active
CHEMBL4554676,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)CCc2ccccc21,Active
CHEMBL4536697,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2cc(F)cc(F)c21,Active
CHEMBL4071864,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2ccccc21,Active
