chembl_id_ligand,smiles,MW,HBA,HBD,LogP,activity_type
CHEMBL1258275,Brc1cccc(/C=N/Nc2nc3ccccc3nc2Cc2ccccc2)c1,416.06365864400004,4,1,5.429100000000004,Active
CHEMBL3121791,C#CCCCCOc1ccc2c(C)cc(=O)oc2c1,256.10994437200003,3,0,3.2837200000000015,Active
CHEMBL3121784,C#CCCCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,300.099773612,5,0,2.7619000000000007,Active
CHEMBL3121788,C#CCCCCOc1ccc2cc(NC(C)=O)c(=O)oc2c1,299.115758024,4,1,2.933700000000001,Active
CHEMBL3121790,C#CCCCCOc1ccc2ccc(=O)oc2c1,242.094294308,3,0,2.9753000000000007,Active
CHEMBL3121783,C#CCCCOc1ccc2c(C)cc(=O)oc2c1,242.094294308,3,0,2.893620000000001,Active
CHEMBL3121775,C#CCCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,286.08412354800004,5,0,2.3718000000000004,Active
CHEMBL3121781,C#CCCCOc1ccc2cc(NC(C)=O)c(=O)oc2c1,285.10010796,4,1,2.5436000000000005,Active
CHEMBL3121774,C#CCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,272.06847348400004,5,0,1.9816999999999998,Active
CHEMBL3415788,C#CCN(C)CC(=C)CCc1ccccc1,213.151749608,1,0,2.740400000000001,Active
CHEMBL3415789,C#CCN(C)CC(=C)Cc1ccc(F)c(F)c1,235.11725592,1,0,2.6285000000000007,Active
CHEMBL3415795,C#CCN(C)CC(=C)c1ccc(Br)cc1,263.030961548,1,0,3.027300000000001,Active
CHEMBL3415815,C#CCN(C)CC(=C)c1ccc(C)c(C)c1,213.151749608,1,0,2.8816400000000018,Active
CHEMBL3415616,C#CCN(C)CC(=C)c1ccc(CNc2ccccc2)cc1,290.178298704,2,1,3.8769000000000027,Active
CHEMBL3415614,C#CCN(C)CC(=C)c1ccc(COc2ccccc2)cc1,291.162314292,2,0,3.8438000000000025,Active
CHEMBL3415819,C#CCN(C)CC(=C)c1ccc(Cl)c(C)c1,233.097127192,1,0,3.2266200000000014,Active
CHEMBL3415817,C#CCN(C)CC(=C)c1ccc(Cl)c(Cl)c1,253.042504776,1,0,3.5716000000000028,Active
CHEMBL3415793,C#CCN(C)CC(=C)c1ccc(Cl)cc1,219.081477128,1,0,2.9182000000000015,Active
CHEMBL3415818,C#CCN(C)CC(=C)c1ccc(F)c(C)c1,217.126677732,1,0,2.712320000000001,Active
CHEMBL3415820,C#CCN(C)CC(=C)c1ccc(F)c(Cl)c1,237.072055316,1,0,3.0573000000000015,Active
CHEMBL3415816,C#CCN(C)CC(=C)c1ccc(F)c(F)c1,221.101605856,1,0,2.543000000000001,Active
CHEMBL3415798,C#CCN(C)CC(=C)c1ccc(F)cc1,203.111027668,1,0,2.4039,Active
CHEMBL3415801,C#CCN(C)CC(=C)c1ccc(OC)cc1,215.131014164,2,0,2.2734000000000005,Active
