chembl_id_ligand,smiles,MW,HBA,HBD,LogP,activity_type
CHEMBL1983111,CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,474.19910870000007,6,3,4.057700000000002,Active
CHEMBL4112696,CC(C)OC(=O)NC1CCN(c2ccc(-c3nc4[nH]c(O[C@@H]5COC6C5OC[C@H]6O)nc4cc3Cl)cc2)CC1,557.2041114239998,9,3,3.287600000000001,Active
CHEMBL4110683,CCCC(=O)NC1CCN(c2ccc(-c3nc4[nH]c(O[C@@H]5COC6C5OC[C@H]6O)nc4cc3Cl)cc2)CC1,541.2091968039999,8,3,3.069300000000001,Active
CHEMBL4114318,CCNC(=O)O[C@H]1CC[C@@H](c2ccc(-c3nc4[nH]c(O[C@@H]5COC6C5OC[C@H]6O)nc4cc3Cl)cc2)CC1,542.193212392,8,3,3.956500000000003,Active
CHEMBL1980995,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,466.200490692,6,2,4.354000000000003,Active
CHEMBL1993661,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl,479.1030174839999,9,3,3.5511000000000017,Active
CHEMBL1981047,COC(C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,474.23793882,6,2,2.643700000000001,Active
CHEMBL1241473,COc1cc(Nc2ncc([N+](=O)[O-])c(Nc3ccccc3C(N)=O)n2)cc(OC)c1OC,440.14443235999994,10,3,2.9967000000000006,Active
CHEMBL474432,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(=O)O)s3)c2cc1OC,478.081027304,7,1,5.400200000000003,Active
CHEMBL1967878,Cc1cc(Nc2ncc(F)c(NC3C4C=CC(C4)C3C(N)=O)n2)ccc1N1CCN(C)CC1,451.24958680000003,7,3,2.5074200000000006,Active
CHEMBL1974870,Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4cccc(Cl)c4)c3)cc12,392.14038897200004,4,2,4.535520000000003,Active
CHEMBL1998159,Cc1n[nH]c2cnc(-c3cncc(OCC(N)Cc4cccc(C(F)(F)F)c4)c3)cc12,427.16199492,5,2,4.295920000000002,Active
CHEMBL1969588,Clc1cc(-c2c[nH]c3ncccc23)cc(NCc2ccccc2)n1,334.09852416,3,2,4.890400000000002,Active
CHEMBL1987034,N#CCOc1ccc(Nc2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2Br)cc1,474.01097144,8,3,3.276080000000001,Active
CHEMBL1980407,NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1,436.189926008,4,3,4.518200000000003,Active
CHEMBL2001751,NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccco2)C(=O)N3)c1)Cc1c[nH]c2ccccc12,476.18484062799996,5,3,5.264400000000003,Active
CHEMBL1998121,NCCC(C(=O)Nc1ccc2[nH]ncc2c1)c1ccc(Cl)c(Cl)c1,362.07011649199995,3,3,3.940800000000002,Active
CHEMBL3780091,N[C@H]1CC[C@@H](Nc2cc[nH]c(=O)c2-c2nc3ccccc3[nH]2)CC1,323.17461029200007,4,4,2.6000000000000005,Active
CHEMBL4113596,O=C(O[C@H]1CC[C@H](c2ccc(-c3nc4[nH]c(O[C@@H]5COC6C5OC[C@H]6O)nc4cc3Cl)cc2)CC1)N1CCCC1,568.208862456,8,2,4.4428000000000045,Active
CHEMBL4113617,O=C(O[C@H]1CC[C@H](c2ccc(-c3nc4[nH]c(O[C@@H]5COC6C5OC[C@H]6O)nc4cc3Cl)cc2)CC1)N1CCOCC1,584.203777076,9,2,3.6792000000000025,Active
CHEMBL1973540,O=C1Nc2ccc3ncsc3c2C1=CNc1ccc(S(=O)(=O)Nc2ccccn2)cc1,449.06163134,7,3,3.8972000000000016,Active
CHEMBL1997924,c1ccc(CNc2nc(Nc3cc(C4CC4)[nH]n3)c3sccc3n2)cc1,362.131365576,6,3,4.647500000000003,Active
CHEMBL1994074,Brc1ccc2[nH]nc(-c3ccccc3)c2c1,271.994910388,1,1,3.9924000000000017,Inactive
CHEMBL1984686,Brc1ccc2cnc(Nc3ccncn3)cc2c1,300.00105838800005,4,1,3.5309000000000017,Inactive
CHEMBL1992634,Brc1cnc2[nH]cc(-c3ccccc3)c2c1,271.994910388,1,1,3.9924000000000017,Inactive
CHEMBL1972250,C#Cc1cc2c(cc1OC)-c1[nH]nc(-c3ccc(C#N)nc3)c1C2,312.101111004,4,1,2.9044800000000004,Inactive
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,393.16885621599994,7,1,3.405100000000002,Inactive
CHEMBL1993877,C#Cc1cn(C2CCCC2)c2ncnc(N)c12,226.12184644799999,4,1,2.1099,Inactive
CHEMBL1966087,C(=Cc1cncc(OC2CCNC2)c1)c1ccncc1,267.137162164,4,1,2.3877000000000006,Inactive
CHEMBL2035810,C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(OCc3ccccn3)c(Cl)c2)n1,477.13161518000004,9,3,3.8870000000000013,Inactive
CHEMBL1977749,C=CCc1cccc2c(=NO)cc(-c3ccccc3)oc12,277.11027872000005,3,1,4.1182000000000025,Inactive
CHEMBL1976040,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,500.26482226400003,10,2,2.8860000000000015,Inactive
