"accession","pref_name","standar_type","chembl_id_ligand","canonical_smiles (Canonical)","Activity_type"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3922023","C#Cc1cccc2nc(Cn3nc(-c4cccc(O)c4)c4c(N)ncnc43)n(Cc3ccccc3Cl)c(=O)c12","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3906959","CC(C)NC(=O)CCCC#Cc1cccc2nc(Cn3nc(-c4ccc(O)cc4)c4c(N)ncnc43)n(Cc3ccccc3Cl)c(=O)c12","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3980955","CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N(C)CCN(C)C)cc4)cc3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3898326","CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N5CCC(N(C)C)CC5)cc4)cc3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3950899","CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)NCC(C)(C)O)cc4)cc3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3908330","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)NC)c(F)c3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3965674","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4cc(OC)ccc4F)cc3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3933002","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N(C)CCN(C)C)cc4)cc3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3903485","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N5CCC(N(C)C)CC5)cc4)cc3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3952837","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)NCC(C)(C)O)cc4)cc3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3972628","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccc(C)nc4)c(F)c3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3975008","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccc(F)cc4F)cc3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3897756","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccc(N5CCN(C)CC5)nc4)c(F)c3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3932385","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccc(N5CCN(C)CC5)nc4)cc3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3978660","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccc(N5CCOCC5(C)C)nc4)c(F)c3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3967784","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccc(N5CCOCC5)cc4)c(F)c3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3890547","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccc(N5CCOCC5)nc4)c(F)c3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3903818","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccc(OC)nc4)c(F)c3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3894827","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4cccc(OC(F)F)c4)cc3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3982586","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccccc4F)cc3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3947476","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccccn4)cc3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3945169","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccnc(C)c4)c(F)c3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3981126","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccncc4)c(F)c3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3902079","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccncc4)cc3F)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3892705","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccon4)c(F)c3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3953184","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4cn(C)cn4)c(F)c3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3913302","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4nnc(C)o4)c(F)c3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3943611","CN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccncc4)cc3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3931407","COCC#Cc1cccc2nc(Cn3nc(-c4cccc(O)c4)c4c(N)ncnc43)n(Cc3cccc(C(F)(F)F)c3)c(=O)c12","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3958463","COCCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccon4)cc3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3957262","COCCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4cnn(C)c4)cc3)c2C1=O","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL127907","COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3983494","Nc1ncnc2c1c(-c1ccc(O)cc1)nn2Cc1nc2cccc(C#CCCCC(=O)N3CCOCC3)c2c(=O)n1Cc1ccccc1Cl","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3893961","Nc1ncnc2c1c(-c1ccc(O)cc1)nn2Cc1nc2cccc(C#CCCCC(=O)O)c2c(=O)n1Cc1ccccc1Cl","Active"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3929170","CCN1CC(C)(C)Oc2nc(N3C4CCC3COC4)nc(-c3ccc(NC(=O)OCCO)cc3)c2C1=O","Inactive"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3944480","CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4cc(OC)ccn4)cc3)c2C1=O","Inactive"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL4060768","O=C(c1cc([C@H]2CCCN2c2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1)N1CCOCC1","Inactive"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL104468","O=c1cc(N2CCOCC2)oc2c1ccc1ccccc12","Inactive"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL2216862","C#Cc1cccc2nc(Cn3nc(-c4cccc(O)c4)c4c(N)ncnc43)n(Cc3cccc(OC)c3)c(=O)c12","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3946609","CCN1CC(C)(C)Oc2nc(N3C4CCC3COC4)nc(-c3ccc(NC(=O)Nc4cccnc4)c(F)c3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3909708","CCN1CC(C)(C)Oc2nc(N3C4CCC3COC4)nc(-c3ccc(NC(=O)Nc4ccnc(C)c4)c(F)c3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3970833","CCN1CC(C)(C)Oc2nc(N3C4CCC3COC4)nc(-c3ccc(NC(=O)Nc4ccncc4)c(F)c3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3897204","CCN1CC(C)(C)Oc2nc(N3C4CCC3COC4)nc(-c3ccc(NC(=O)Nc4ccncc4F)cc3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3966011","CCN1CC(C)(C)Oc2nc(N3C4CCC3COC4)nc(-c3ccc(NC(=O)OCCO)cc3F)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3963551","CCN1CC(C)(C)Oc2nc(N3CC4CC35CC5O4)nc(-c3ccc(NC(=O)Nc4cc(C)nc(C)c4)c(F)c3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3983518","CCN1CC(C)(C)Oc2nc(N3CC4CC35CC5O4)nc(-c3ccc(NC(=O)Nc4ccnc(C)c4)c(F)c3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3941267","CCN1CC(C)(C)Oc2nc(N3CC4CC35CC5O4)nc(-c3ccc(NC(=O)Nc4ccncc4)c(F)c3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3983141","CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(N)nc3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3978752","CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)NC)c(F)c3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3912820","CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)NCCF)cc3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3929469","CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)NCCO)cc3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3892574","CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4cc(C)on4)cc3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3985232","CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(C#N)nc4)c(F)c3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3899512","CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(C)nc4)c(F)c3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3966167","CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(CN5CCCCC5)cc4)cc3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3945702","CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(F)cc4F)cc3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3906150","CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCN(C(=O)OC)CC5)nc4)c(F)c3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3899047","CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCN(C)CC5)cc4)c(F)c3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3899745","CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCN(C)CC5)cc4)cc3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3930831","CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCN(C)CC5)nc4)c(F)c3)c2C1=O","Intermediate"
"P27986","PI3-kinase p85-alpha subunit","IC50","CHEMBL3954271","CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(OC5CCN(C)CC5)nc4)c(F)c3)c2C1=O","Intermediate"
