"accession","pref_name","standar_type","chembl_id_ligand","canonical_smiles (Canonical)","Activity_type"
"P27361","MAP kinase ERK1","IC50","CHEMBL4474917","CC(C)n1cc(Nc2nccc(-c3ccn([C@H](CO)c4ccc(Cl)c(F)c4)c(=O)c3)n2)cn1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL4205192","CCNc1nnc(-c2ccc(C3=CCN(C(=O)CN4CC[C@@](SC)(C(=O)Nc5ccc6[nH]nc(-c7ccc(F)cc7)c6c5)C4)CC3)cc2)o1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL4459138","CCc1cc(Nc2nccc(-c3ccn([C@H](CO)c4ccc(Cl)c(F)c4)c(=O)c3)n2)n(C)n1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL3675721","CCn1cc(Nc2nccc(-c3ccn([C@H](CO)c4ccc(Cl)c(F)c4)c(=O)c3)n2)c(C)n1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL4436718","CCn1cc(Nc2nccc(-c3ccn([C@H](CO)c4ccc(Cl)c(F)c4)c(=O)c3)n2)cn1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL4452981","CCn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1","Active"
"P27361","MAP kinase ERK1","EC50","CHEMBL267495","CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL1336","CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL4206960","COc1cc(-c2n[nH]c3ccc(NC(=O)[C@]4(SC)CCN(CC(=O)N5CC=C(c6ccc(-c7ncccn7)cc6)CC5)C4)cc23)ccn1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL4209570","COc1cc(-c2n[nH]c3ccc(NC(=O)[C@]4(SC)CCN(CC(=O)N5CC=C(c6ccc(-c7ncn(C)n7)cc6)CC5)C4)cc23)ccn1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL3577639","COc1ccc(N2C(=O)/C(=C/c3ccc(OCC(=O)Nc4ccc(C)cc4)cc3)N=C2c2ccccc2)cc1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL3577641","COc1ccc(N2C(=O)/C(=C/c3ccc(OCC(=O)Nc4cccc(OC)c4)cc3)N=C2c2ccccc2)cc1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL3577636","COc1ccc(N2C(=O)/C(=C/c3ccc(OCC(=O)Nc4ccccc4)cc3)N=C2c2ccccc2)cc1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL3577643","COc1ccc(N2C(=O)/C(=C/c3ccc(OCC(=O)Nc4ccccc4Cl)cc3)N=C2c2ccccc2)cc1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL3577642","COc1ccc(NC(=O)COc2ccc(/C=C3\N=C(c4ccccc4)N(c4ccc(OC)cc4)C3=O)cc2)cc1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL3577566","COc1cccc(N2C(=O)/C(=C/c3ccc(OCC(=O)Nc4ccc(C)cc4)cc3)N=C2c2ccccc2)c1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL3577565","COc1cccc(N2C(=O)/C(=C/c3ccc(OCC(=O)Nc4cccc(C)c4)cc3)N=C2c2ccccc2)c1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL4215228","CS[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL4213970","CS[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(OC(C)C)nc4)c3c2)CCN(CC(=O)N2CC=C(c3ccc(-c4ncn(C)n4)cc3)CC2)C1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL3799117","Cc1cc(-c2n[nH]c3ccc(C(=O)NC(C)c4c(Cl)cnc(Cl)c4Cl)cc23)ccn1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL3798257","Cc1cc(-c2n[nH]c3ccc(C(=O)NC(C)c4c(Cl)cncc4Cl)cc23)ccn1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL3797917","Cc1cc(-c2n[nH]c3ccc(C(=O)NCc4c(Cl)cnc(Cl)c4Cl)cc23)ccn1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL3798624","Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H](C)c4c(Cl)cccc4Cl)cc23)ccn1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL4571067","Cc1cc(Nc2nccc(-c3ccn([C@H](CO)c4ccc(Cl)c(F)c4)c(=O)c3)n2)ccn1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL3675719","Cc1cc(Nc2nccc(-c3ccn([C@H](CO)c4ccc(Cl)c(F)c4)c(=O)c3)n2)n(C)n1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL4565958","Cc1n[nH]cc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL4114404","Cc1nn(C)cc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL4532652","Cn1cc(Nc2nccc(-c3ccc4c(c3)C(=O)N(C(CO)c3cccc(Cl)c3)C4)n2)cn1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL4476178","Cn1cc(Nc2nccc(-c3ccc4c(c3)C(=O)N(Cc3cccc(Cl)c3)C4)n2)cn1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL4435650","Cn1cc(Nc2nccc(-c3ccn([C@H](CO)c4ccc(Cl)c(F)c4)c(=O)c3)n2)cn1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL4567212","Cn1nccc1Nc1nccc(-c2ccc3c(c2)C(=O)N(C(CO)c2cccc(Cl)c2)C3)n1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL3544964","Cn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL3799113","O=C(NCc1ccc(Cl)c(F)c1Cl)c1ccc2[nH]nc(-c3ccncc3)c2c1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL3799614","O=C(NCc1ccnc(Cl)c1)c1ccc2[nH]nc(-c3ccncc3)c2c1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL3797756","O=C(N[C@H](CO)c1cccc(Cl)c1)c1ccc2[nH]nc(-c3ccncc3)c2c1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL3590107","O=C(Nc1ccc2[nH]nc(-c3ccncc3)c2c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL4434915","O=C1c2cc(-c3ccnc(NC4CCOCC4)n3)ccc2CN1C(CO)c1cccc(Cl)c1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL4588783","O=C1c2cc(-c3ccnc(NC4CCOCC4)n3)ccc2CN1Cc1cccc(Cl)c1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL3409588","O=c1cc(-c2ccnc(NC3CCOCC3)n2)ccn1[C@H](CO)c1ccc(Cl)c(F)c1","Active"
"P27361","MAP kinase ERK1","IC50","CHEMBL4094562","C#Cc1nc(Nc2ccccc2)nc2[nH]cnc12","Inactive"
"P27361","MAP kinase ERK1","Ki","CHEMBL210032","CC(=O)Nc1cc(N)c(C#N)c(-c2ccccc2)n1","Inactive"
"P27361","MAP kinase ERK1","IC50","CHEMBL1062","CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C","Inactive"
"P27361","MAP kinase ERK1","IC50","CHEMBL2148053","CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O","Inactive"
"P27361","MAP kinase ERK1","IC50","CHEMBL2205766","CC(C)(C)NS(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1","Inactive"
"P27361","MAP kinase ERK1","IC50","CHEMBL4093023","CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3cc(N4CCCCC4)ncn3)c(F)c2)no1","Inactive"
"P27361","MAP kinase ERK1","IC50","CHEMBL4065359","CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3cc(N4CCOCC4)ncn3)c(F)c2)no1","Inactive"
"P27361","MAP kinase ERK1","IC50","CHEMBL2205637","CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1","Inactive"
"P27361","MAP kinase ERK1","IC50","CHEMBL2048912","CC(C)(N)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21","Inactive"
"P27361","MAP kinase ERK1","IC50","CHEMBL1614725","CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21","Inactive"
"P27361","MAP kinase ERK1","IC50","CHEMBL77155","CC(C)=CCNc1nc(N)nc2c1ncn2C(C)C","Inactive"
"P27361","MAP kinase ERK1","IC50","CHEMBL2046643","CC(C)C[C@H]1CN(c2ccc(C(F)(F)F)c(C(=O)c3cccnc3N)n2)CCN1","Inactive"
"P27361","MAP kinase ERK1","Ki","CHEMBL2326002","CC(C)[C@@](C)(O)[C@@H]1CN(c2nc(-c3n[nH]c4ncccc34)c(F)cc2Cl)CCN1","Inactive"
"P27361","MAP kinase ERK1","IC50","CHEMBL23254","CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1","Inactive"
"P27361","MAP kinase ERK1","IC50","CHEMBL23327","CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1","Inactive"
"P27361","MAP kinase ERK1","IC50","CHEMBL1234833","CC(C)c1cnn2c(NCc3ccccc3)cc(N[C@@H](CO)[C@H](O)CO)nc12","Inactive"
"P27361","MAP kinase ERK1","IC50","CHEMBL3099835","CC(C)n1cc(C2=C(c3nn(CCCN4CCOCC4)c4ncccc34)C(=O)NC2=O)c2ccccc21","Inactive"
"P27361","MAP kinase ERK1","IC50","CHEMBL460499","CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O","Inactive"
"P27361","MAP kinase ERK1","IC50","CHEMBL75680","CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12","Inactive"
"P27361","MAP kinase ERK1","IC50","CHEMBL964","CCN(CC)C(=S)SSC(=S)N(CC)CC","Inactive"
