"accession","pref_name","standar_type","chembl_id_ligand","canonical_smiles (Canonical)","Activity_type"
"P22303","Acetylcholinesterase","IC50","CHEMBL4779999","Brc1ccc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)cc1","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL4519496","Brc1ccc(-c2nnn3c2C2c4ccccc4CCN2Cc2ccccc2-3)cc1","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL3948489","Brc1ccc(/C=C2/CNCC3=C2N=C2SC=C(c4ccc5ccccc5c4)N2C3c2ccc(Br)cc2)cc1","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL4741398","Brc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL330004","Brc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL2375483","Brc1cccc(-c2nnc3sc(-c4ccoc4)nn23)c1","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL151861","C#CC(C)NCCc1cccc(OC(=O)N(C)C)c1","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL150638","C#CCN(C)CCc1cccc(OC(=O)N(C)C)c1","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL1929421","C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL4173258","C#CCN(C)Cc1cc2cc(OCCCN3CCCCC3)ccc2n1C","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL3407591","C#CCN(C)Cc1ccc(OC(=O)N(C)C)c2ncccc12","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL3291019","C#CCN(Cc1ccc(O)c2ncccc12)C(C#N)CCC1CCN(Cc2ccccc2)CC1","Active"
"P22303","Acetylcholinesterase","Ki","CHEMBL3910142","C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)CCC1CCN(Cc2ccccc2)CC1","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL2022933","C#CCN1CCc2nc3nc(N4CCCC4)c(C#N)cc3c(N)c2C1","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL358026","C#CCNC(C)Cc1cccc(OC(=O)N(C)C)c1","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL554179","C#CCNC1CCc2c(OC(=O)N(C)C)cccc21","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL545801","C#CCNC1CCc2ccc(OC(=O)N(C)c3ccc(OC)cc3)cc21","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL543216","C#CCNC1CCc2ccc(OC(=O)N(C)c3ccccc3)cc21","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL4212275","C#CCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL347503","C#CCNCCc1cccc(OC(=O)N(C)C)c1","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL887","C#CCN[C@@H]1CCc2ccccc21","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL4632951","C#CCNc1c2c(nc3cc(Cl)ccc13)CCCC2","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL4633540","C#CCNc1c2c(nc3ccccc13)CCCC2","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL4225157","C#CCNc1nc(NCCCCC2CCN(Cc3ccccc3)CC2)c(C#N)cc1C#N","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL126939","C(=C/C1CCN(Cc2ccccc2)CC1)\c1noc2ccccc12","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL96246","C(=C\C1CCN(Cc2ccccc2)CC1)\c1noc2ccccc12","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL4445026","C(=N/Nc1c2c(nc3ccccc13)CCCC2)\c1ccc(OCc2cn(-c3ccccc3)nn2)cc1","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL294891","C/C=C1\C2C=C(C(F)(F)F)CC1(N)c1ccc(O)nc1C2","Active"
"P22303","Acetylcholinesterase","Ki","CHEMBL210453","C/C=C1\C2C=C(C)C[C@]1(C(=O)OC)CC(NCCCCCCCNc1c3c(nc4ccccc14)CCCC3)C2","Active"
"P22303","Acetylcholinesterase","Ki","CHEMBL382423","C/C=C1\C2C=C(C)C[C@]1(N)CC(NCCCCCCCNc1c3c(nc4ccccc14)CCCC3)C2","Active"
"P22303","Acetylcholinesterase","Ki","CHEMBL208092","C/C=C1\C2C=C(C)C[C@]1(N)CC(NCCCCCCCNc1c3c(nc4ccccc14)CCCC3)C2(C)C","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL1255901","C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL594186","C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/C(=C/c1ccccc1)CCCCC)c1ccc(=O)[nH]c1C2","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL594187","C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/C(C)=C/c1ccccc1)c1ccc(=O)[nH]c1C2","Active"
"P22303","Acetylcholinesterase","IC50","CHEMBL606372","C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/C=C/c1ccc(N(C)C)cc1)c1ccc(=O)[nH]c1C2","Active"
