"accession","pref_name","standar_type","chembl_id_ligand","canonical_smiles (Canonical)","Activity_type"
"P05067","Beta amyloid A4 protein","Ki","CHEMBL3314330","Brc1ccc(OCc2ccc(I)cc2)cc1","Active"
"P05067","Beta amyloid A4 protein","Ki","CHEMBL223309","C(#Cc1ccccc1)c1ccccc1","Active"
"P05067","Beta amyloid A4 protein","IC50","CHEMBL3913223","CC#Cc1cncc(-c2cc3c(cc2C)C[C@]2(CC[C@@H](OC)CC2)C32N=C(C)C(N)=N2)c1","Active"
"P05067","Beta amyloid A4 protein","IC50","CHEMBL3672728","CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@@H](OC)CC2)c1","Active"
"P05067","Beta amyloid A4 protein","IC50","CHEMBL3672727","CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@H](OC)CC2)c1","Active"
"P05067","Beta amyloid A4 protein","IC50","CHEMBL3653726","CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](O)CC2)C3)c1","Active"
"P05067","Beta amyloid A4 protein","Ki","CHEMBL207649","CC(=C(C#N)C#N)c1ccc2cc(N(C)CCF)ccc2c1","Active"
"P05067","Beta amyloid A4 protein","IC50","CHEMBL3659993","CC(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12","Active"
"P05067","Beta amyloid A4 protein","Ki","CHEMBL3926367","CC(=O)OCCOc1ccc2nc3ccc(=O)cc-3oc2c1","Active"
"P05067","Beta amyloid A4 protein","IC50","CHEMBL3667038","CC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1","Active"
"P05067","Beta amyloid A4 protein","IC50","CHEMBL3667025","CC(C)(C)OC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1","Active"
"P05067","Beta amyloid A4 protein","Ki","CHEMBL3314333","CC(C)(C)c1ccc(OCc2ccc(I)cc2)cc1","Active"
"P05067","Beta amyloid A4 protein","IC50","CHEMBL393941","CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1","Active"
"P05067","Beta amyloid A4 protein","IC50","CHEMBL429449","CC(C)(CO)N1CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1","Active"
"P05067","Beta amyloid A4 protein","IC50","CHEMBL4111183","CC(F)(F)c1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(Cl)c1","Active"
"P05067","Beta amyloid A4 protein","IC50","CHEMBL4111103","CC(F)(F)c1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1","Active"
"P05067","Beta amyloid A4 protein","IC50","CHEMBL2386721","CC1(C)OC(N)=N[C@](C)(c2nc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)C1(F)F","Active"
