"accession","pref_name","standar_type","chembl_id_ligand","canonical_smiles (Canonical)","Activity_type"
"Q5TCX8","Mitogen-activated protein kinase kinase kinase MLK4","IC50","CHEMBL388978","CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4","Inactive"
"Q5TCX8","Mitogen-activated protein kinase kinase kinase MLK4","IC50","CHEMBL4098682","Cc1ccc(CNc2nc(N)nc3[nH]c4cc(C)c(O)cc4c23)cc1","Inactive"
