"accession","pref_name","standar_type","chembl_id_ligand","canonical_smiles (Canonical)","Activity_type"
"P19174","Phospholipase C-gamma-1","IC50","CHEMBL3355726","Cc1cc(Nc2cc(S(=O)(=O)c3ccccc3)cc(N[C@H]3CC[C@H](O)CC3)n2)n[nH]1","Active"
"P19174","Phospholipase C-gamma-1","IC50","CHEMBL3355737","O=S(=O)(c1ccccc1)c1cc(Nc2cc(C3CCCC3)[nH]n2)nc(N[C@H]2CC[C@H](O)CC2)c1","Active"
"P19174","Phospholipase C-gamma-1","IC50","CHEMBL1734082","C/N=C1/SC(CC(=O)NCCc2ccc(OC)c(OC)c2)C(=O)N1C","Inactive"
"P19174","Phospholipase C-gamma-1","IC50","CHEMBL2146123","C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12","Inactive"
"P19174","Phospholipase C-gamma-1","IC50","CHEMBL1529471","CC(C(=O)Nc1ccc(O)c(C(=O)O)c1)N1C(=O)/C(=C/c2ccco2)SC1=S","Inactive"
"P19174","Phospholipase C-gamma-1","IC50","CHEMBL255881","CC(C(=O)O)N1C(=O)/C(=C/C=C/c2ccco2)SC1=S","Inactive"
"P19174","Phospholipase C-gamma-1","IC50","CHEMBL1407560","CC(C)(C)C1CCC(C(=O)Nc2ccccc2)CC1","Inactive"
"P19174","Phospholipase C-gamma-1","IC50","CHEMBL1376300","CC(C)(C)c1cc(C(=O)NNC(=O)Nc2ccccc2)n(Cc2ccccc2)n1","Inactive"
"P19174","Phospholipase C-gamma-1","IC50","CHEMBL2138065","CC(C)(C)c1ccc(CNc2nc(-c3ccccn3)nnc2-c2ccccc2)cc1","Inactive"
"P19174","Phospholipase C-gamma-1","IC50","CHEMBL1495760","CC(C)Oc1ccc(C(=O)Nc2ccc(NC(=O)c3ccco3)c(Cl)c2)cc1","Inactive"
"P19174","Phospholipase C-gamma-1","IC50","CHEMBL1889809","CC(C)c1ccccc1NC(=O)Nc1ccc2c(c1)OCO2","Inactive"
"P19174","Phospholipase C-gamma-1","IC50","CHEMBL1453707","CC/C(NCC1CCCO1)=C1/C(=O)NC(=O)N(Cc2ccccc2)C1=O","Inactive"
"P19174","Phospholipase C-gamma-1","IC50","CHEMBL1303670","CC/C(NCc1ccco1)=C1/C(=O)NC(=O)N(C2CCCCC2)C1=O","Inactive"
