molecule_chembl_id,type,relation,value,units,value_nM
CHEMBL235548,IC50,=,3832.0,nM,3832.0
CHEMBL238063,IC50,=,4368.0,nM,4368.0
CHEMBL238062,IC50,=,3108.0,nM,3108.0
CHEMBL237870,IC50,=,517.0,nM,517.0
CHEMBL396190,IC50,=,839.0,nM,839.0
CHEMBL393212,IC50,=,265.0,nM,265.0
CHEMBL241536,IC50,=,351.0,nM,351.0
CHEMBL391918,IC50,=,5242.0,nM,5242.0
CHEMBL393621,IC50,=,299.0,nM,299.0
CHEMBL238994,IC50,>,50.0,uM,50000.0
CHEMBL238785,IC50,>,50.0,uM,50000.0
CHEMBL238573,IC50,>,50.0,uM,50000.0
CHEMBL238572,IC50,>,50.0,uM,50000.0
CHEMBL238571,IC50,>,50.0,uM,50000.0
CHEMBL241762,IC50,>,50.0,uM,50000.0
CHEMBL241761,IC50,>,50.0,uM,50000.0
CHEMBL392385,IC50,>,50.0,uM,50000.0
CHEMBL241760,IC50,>,50.0,uM,50000.0
CHEMBL241554,IC50,>,50.0,uM,50000.0
CHEMBL241553,IC50,>,50.0,uM,50000.0
CHEMBL241552,IC50,>,50.0,uM,50000.0
CHEMBL393758,IC50,>,50.0,uM,50000.0
CHEMBL239633,IC50,>,50.0,uM,50000.0
CHEMBL241548,IC50,>,50.0,uM,50000.0
CHEMBL397168,IC50,>,50.0,uM,50000.0
CHEMBL237189,IC50,>,50.0,uM,50000.0
CHEMBL392100,IC50,>,50.0,uM,50000.0
CHEMBL392099,IC50,>,50.0,uM,50000.0
CHEMBL238293,IC50,>,50.0,uM,50000.0
CHEMBL393149,IC50,>,50.0,uM,50000.0
CHEMBL235761,IC50,>,50.0,uM,50000.0
CHEMBL438324,IC50,>,50.0,uM,50000.0
CHEMBL235759,IC50,>,50.0,uM,50000.0
CHEMBL238257,IC50,>,50.0,uM,50000.0
CHEMBL238256,IC50,>,50.0,uM,50000.0
CHEMBL238085,IC50,>,50.0,uM,50000.0
CHEMBL235751,IC50,>,50.0,uM,50000.0
CHEMBL238067,IC50,>,50.0,uM,50000.0
CHEMBL391356,IC50,>,50.0,uM,50000.0
CHEMBL238764,IC50,>,50.0,uM,50000.0
CHEMBL236173,IC50,>,50.0,uM,50000.0
CHEMBL239418,IC50,>,50.0,uM,50000.0
CHEMBL397160,IC50,>,50.0,uM,50000.0
CHEMBL239207,IC50,>,50.0,uM,50000.0
CHEMBL241127,IC50,>,50.0,uM,50000.0
CHEMBL1203985,IC50,=,7.61,nM,7.61
CHEMBL1677,IC50,=,136.0,nM,136.0
CHEMBL360055,IC50,=,2110.0,uM,2110000.0
CHEMBL95,IC50,=,926.0,nM,926.0
CHEMBL555247,IC50,=,6.54,nM,6.54
CHEMBL1203984,IC50,=,23.2,nM,23.2
CHEMBL540132,IC50,=,6.75,nM,6.75
CHEMBL1203986,IC50,=,15.8,nM,15.8
CHEMBL540131,IC50,=,5.44,nM,5.44
CHEMBL1203984,IC50,=,1480.0,uM,1480000.0
CHEMBL95,IC50,=,424.0,nM,424.0
CHEMBL235014,IC50,=,19.7,nM,19.7
CHEMBL440983,IC50,=,6.65,nM,6.65
CHEMBL238230,IC50,=,1.83,nM,1.83
CHEMBL32823,IC50,=,0.81,nM,0.81
CHEMBL95,IC50,=,0.2,uM,200.0
CHEMBL251077,IC50,=,0.96,uM,960.0
CHEMBL402484,IC50,=,3.87,uM,3870.0
CHEMBL1524,IC50,=,0.1,uM,100.0
CHEMBL251076,IC50,=,9.01,uM,9010.0
CHEMBL409610,IC50,=,1.61,uM,1610.0
CHEMBL659,IC50,=,1.07,uM,1070.0
CHEMBL401114,IC50,=,452.0,uM,452000.0
CHEMBL400092,IC50,=,155.0,uM,155000.0
CHEMBL250688,IC50,=,113.0,uM,113000.0
CHEMBL252723,IC50,=,2.32,uM,2320.0
CHEMBL1523,IC50,=,1.43,uM,1430.0
CHEMBL479291,IC50,=,3.85,uM,3850.0
CHEMBL19060,IC50,=,7.24,uM,7240.0
CHEMBL374184,IC50,=,45.0,nM,45.0
CHEMBL199585,IC50,=,8.0,pM,0.008
CHEMBL194823,IC50,=,0.25,nM,0.25
CHEMBL134342,IC50,=,1.0,nM,1.0
CHEMBL15056,IC50,=,2.6,nM,2.6
CHEMBL195241,IC50,=,4.1,nM,4.1
CHEMBL194372,IC50,=,101.0,nM,101.0
CHEMBL41,IC50,>,10.0,uM,10000.0
CHEMBL356385,IC50,=,3.06,uM,3060.0
CHEMBL255231,IC50,=,52.4,uM,52400.0
CHEMBL255230,IC50,=,43.9,uM,43900.0
CHEMBL109018,IC50,=,3.39,uM,3390.0
CHEMBL158946,IC50,=,60.0,nM,60.0
CHEMBL225198,IC50,=,60.0,pM,0.06
CHEMBL225567,IC50,=,20.0,pM,0.02
CHEMBL502,IC50,=,23.0,nM,23.0
CHEMBL257540,IC50,=,952.0,nM,952.0
CHEMBL179455,IC50,=,1.55,nM,1.55
CHEMBL95,IC50,=,0.42,uM,420.0
CHEMBL345124,IC50,=,32.3,uM,32299.999999999996
CHEMBL364545,IC50,=,2.76,uM,2760.0
CHEMBL340427,IC50,=,0.3,nM,0.3
CHEMBL75121,IC50,=,44.5,nM,44.5
CHEMBL403260,IC50,=,36.3,nM,36.3
CHEMBL254016,IC50,=,3.3,nM,3.3
CHEMBL11805,IC50,=,0.17,uM,170.0
CHEMBL345124,IC50,=,12.6,uM,12600.0
CHEMBL225567,IC50,=,2.0,uM,2000.0
CHEMBL225198,IC50,=,9.0,uM,9000.0
CHEMBL636,IC50,=,0.92,uM,920.0
CHEMBL194823,IC50,=,45.0,uM,45000.0
CHEMBL231160,IC50,=,28.3,uM,28300.0
CHEMBL231160,IC50,=,5.93,uM,5930.0
CHEMBL32329,IC50,=,0.18,uM,180.0
CHEMBL590603,IC50,=,6.0,uM,6000.0
CHEMBL75121,IC50,=,44.5,nM,44.5
CHEMBL244416,IC50,=,0.018,uM,18.0
CHEMBL270248,IC50,=,4.23,uM,4230.0
CHEMBL271710,IC50,=,0.327,uM,327.0
CHEMBL271709,IC50,=,4.57,uM,4570.0
CHEMBL26125,IC50,=,0.181,uM,181.0
CHEMBL407904,IC50,=,267.0,uM,267000.0
CHEMBL248922,IC50,=,2.77,uM,2770.0
CHEMBL239046,IC50,=,7.16,uM,7160.0
CHEMBL272700,IC50,=,0.551,uM,551.0
CHEMBL269865,IC50,=,28.2,nM,28.2
CHEMBL95,IC50,=,45.1,nM,45.1
CHEMBL271385,IC50,=,21.6,nM,21.6
CHEMBL271746,IC50,=,226.0,nM,226.0
CHEMBL270349,IC50,=,69.5,nM,69.5
CHEMBL260964,IC50,=,50.7,nM,50.7
CHEMBL273051,IC50,=,35.5,nM,35.5
CHEMBL260308,IC50,=,18.1,nM,18.1
CHEMBL407320,IC50,=,5.6,nM,5.6
CHEMBL277984,IC50,=,11.1,nM,11.1
CHEMBL261384,IC50,=,6.3,nM,6.3
CHEMBL270491,IC50,=,6.4,nM,6.4
CHEMBL272229,IC50,=,10.0,nM,10.0
CHEMBL272230,IC50,=,45.7,nM,45.7
CHEMBL273078,IC50,=,22.6,nM,22.6
CHEMBL269863,IC50,=,93.0,nM,93.0
CHEMBL129542,IC50,=,3200.0,nM,3200.0
CHEMBL502,IC50,=,160.0,nM,160.0
CHEMBL1190,IC50,=,5900.0,nM,5900.0
CHEMBL259264,IC50,=,350.0,nM,350.0
CHEMBL259482,IC50,=,1100.0,nM,1100.0
CHEMBL129306,IC50,=,2300.0,nM,2300.0
CHEMBL345124,IC50,=,12.8,uM,12800.0
CHEMBL259523,IC50,=,5.8,uM,5800.0
CHEMBL406645,IC50,=,16.6,uM,16600.0
CHEMBL497276,IC50,=,86.0,uM,86000.0
CHEMBL659,IC50,=,0.98,uM,980.0
CHEMBL481657,IC50,=,2.8,10'-5M,28000.0
CHEMBL442813,IC50,=,6.7,10'-5M,67000.0
CHEMBL416,IC50,=,5.4,10'-5M,54000.0
CHEMBL502689,IC50,=,2.4,10'-3M,2400000.0
CHEMBL51628,IC50,=,2.9,10'-2M,29000000.0
CHEMBL448060,IC50,=,6.9,10'-5M,69000.0
CHEMBL303846,IC50,=,1.5,10'-4M,150000.0
CHEMBL513279,IC50,=,2.4,10'-4M,240000.0
CHEMBL481658,IC50,=,3.9,10'-4M,390000.0
CHEMBL461949,IC50,=,1.3,10'-4M,130000.0
CHEMBL459825,IC50,=,6.8,10'-5M,68000.0
CHEMBL459826,IC50,=,1.8,10'-4M,180000.0
CHEMBL496487,IC50,=,48.5,uM,48500.0
CHEMBL659,IC50,=,0.5,uM,500.0
CHEMBL504924,IC50,=,8.1,uM,8100.0
CHEMBL496259,IC50,=,9.9,uM,9900.0
CHEMBL496255,IC50,=,22.1,uM,22100.0
CHEMBL498645,IC50,=,28.0,uM,28000.0
CHEMBL496488,IC50,=,24.2,uM,24200.0
CHEMBL659,IC50,=,3.5,10'-7M,350.0
CHEMBL2448138,IC50,=,4.04,nM,4.04
CHEMBL1678,IC50,=,11.6,nM,11.6
CHEMBL486698,IC50,=,8.32,nM,8.32
CHEMBL1677,IC50,=,205.0,nM,205.0
CHEMBL3217103,IC50,=,1.06,nM,1.06
CHEMBL3216210,IC50,=,2.6,nM,2.6
CHEMBL3216209,IC50,=,2.16,nM,2.16
CHEMBL3216208,IC50,=,5.13,nM,5.13
CHEMBL3216655,IC50,=,0.27,nM,0.27
CHEMBL3216422,IC50,=,0.67,nM,0.67
CHEMBL3216886,IC50,=,0.88,nM,0.88
CHEMBL497755,IC50,=,32.6,uM,32600.0
CHEMBL636,IC50,=,3.03,uM,3030.0
CHEMBL504674,IC50,=,177.0,uM,177000.0
CHEMBL444427,IC50,=,281.0,uM,281000.0
CHEMBL447857,IC50,=,127.0,uM,127000.0
CHEMBL455790,IC50,=,10.5,uM,10500.0
CHEMBL506588,IC50,=,127.0,uM,127000.0
CHEMBL511575,IC50,=,40.7,uM,40700.0
CHEMBL511948,IC50,=,17.4,uM,17400.0
CHEMBL523830,IC50,=,221.0,uM,221000.0
CHEMBL513281,IC50,>,100.0,uM,100000.0
CHEMBL518500,IC50,>,100.0,uM,100000.0
CHEMBL512569,IC50,>,100.0,uM,100000.0
CHEMBL503392,IC50,>,100.0,uM,100000.0
CHEMBL461946,IC50,>,100.0,uM,100000.0
CHEMBL512758,IC50,>,100.0,uM,100000.0
CHEMBL461945,IC50,>,100.0,uM,100000.0
CHEMBL459684,IC50,>,100.0,uM,100000.0
CHEMBL459683,IC50,>,100.0,uM,100000.0
CHEMBL450553,IC50,=,0.37,nM,0.37
CHEMBL507903,IC50,=,7.7,nM,7.7
CHEMBL507304,IC50,=,14.0,nM,14.0
CHEMBL449941,IC50,=,72.4,nM,72.4
CHEMBL452339,IC50,=,1.41,nM,1.41
CHEMBL449467,IC50,=,15.9,nM,15.9
CHEMBL450990,IC50,=,68.9,nM,68.9
CHEMBL507885,IC50,=,4.83,nM,4.83
CHEMBL499722,IC50,=,8550.0,nM,8550.0
CHEMBL450506,IC50,=,5470.0,nM,5470.0
CHEMBL499825,IC50,=,4160.0,nM,4160.0
CHEMBL502877,IC50,=,25.7,nM,25.7
CHEMBL254016,IC50,=,3.32,nM,3.32
CHEMBL173309,IC50,=,16.1,nM,16.1
CHEMBL11805,IC50,=,170.0,nM,170.0
CHEMBL450553,IC50,=,8.13,uM,8130.000000000001
CHEMBL488590,IC50,=,53.5,nM,53.5
CHEMBL502,IC50,=,23.1,nM,23.1
CHEMBL659,IC50,=,2010.0,nM,2010.0
CHEMBL345124,IC50,=,32300.0,nM,32300.0
CHEMBL456881,IC50,=,82.5,uM,82500.0
CHEMBL502,IC50,=,0.02,uM,20.0
CHEMBL490507,IC50,=,0.46,uM,460.0
CHEMBL470907,IC50,=,0.57,uM,570.0
CHEMBL511468,IC50,=,1.41,uM,1410.0
CHEMBL474837,IC50,=,1.57,uM,1570.0
CHEMBL471581,IC50,=,1.65,uM,1650.0
CHEMBL514966,IC50,=,1.82,uM,1820.0
CHEMBL474836,IC50,=,2.1,uM,2100.0
CHEMBL491526,IC50,=,2.37,uM,2370.0
CHEMBL513236,IC50,=,3.71,uM,3710.0
CHEMBL490360,IC50,=,4.27,uM,4270.0
CHEMBL492098,IC50,=,8.64,uM,8640.0
CHEMBL491562,IC50,=,19.6,uM,19600.0
CHEMBL491527,IC50,=,27.2,uM,27200.0
CHEMBL523311,IC50,=,36.8,uM,36800.0
CHEMBL491528,IC50,=,54.0,uM,54000.0
CHEMBL491346,IC50,=,345.0,uM,345000.0
CHEMBL490359,IC50,=,36.0,nM,36.0
CHEMBL95,IC50,=,147.0,nM,147.0
CHEMBL491360,IC50,=,223.0,nM,223.0
CHEMBL491359,IC50,=,158.0,nM,158.0
CHEMBL491358,IC50,=,45.0,nM,45.0
CHEMBL374184,IC50,=,105.0,nM,105.0
CHEMBL218940,IC50,=,58.0,nM,58.0
CHEMBL436302,IC50,=,234.0,nM,234.0
CHEMBL490338,IC50,=,71.0,nM,71.0
CHEMBL219406,IC50,=,169.0,nM,169.0
CHEMBL219405,IC50,=,309.0,nM,309.0
CHEMBL220294,IC50,=,191.0,nM,191.0
CHEMBL219400,IC50,=,338.0,nM,338.0
CHEMBL491561,IC50,=,226.0,nM,226.0
CHEMBL219172,IC50,=,193.0,nM,193.0
CHEMBL218939,IC50,=,122.0,nM,122.0
CHEMBL470715,IC50,=,378.0,nM,378.0
CHEMBL470867,IC50,=,0.54,uM,540.0
CHEMBL659,IC50,=,1.18,uM,1180.0
CHEMBL469423,IC50,>,100.0,uM,100000.0
CHEMBL478666,IC50,=,2.15,nM,2.15
CHEMBL191758,IC50,=,21.5,nM,21.5
CHEMBL474268,IC50,=,2.57,nM,2.57
CHEMBL473866,IC50,=,1.54,nM,1.54
CHEMBL478667,IC50,=,1.65,nM,1.65
CHEMBL95,IC50,=,424.0,nM,424.0
CHEMBL497686,IC50,=,49.4,uM,49400.0
CHEMBL498539,IC50,=,18.8,uM,18800.0
CHEMBL526476,IC50,=,70.6,uM,70600.0
CHEMBL456156,IC50,=,40.0,uM,40000.0
CHEMBL508510,IC50,=,71.1,uM,71100.0
CHEMBL498536,IC50,=,5.9,uM,5900.0
CHEMBL659,IC50,=,0.5,uM,500.0
CHEMBL512096,IC50,=,0.71,uM,710.0
CHEMBL374184,IC50,=,0.11,uM,110.0
CHEMBL219406,IC50,=,0.17,uM,170.0
CHEMBL219172,IC50,=,0.19,uM,190.0
CHEMBL218939,IC50,=,0.12,uM,120.0
CHEMBL468002,IC50,=,2.8,uM,2800.0
CHEMBL468001,IC50,=,0.37,uM,370.0
CHEMBL513161,IC50,=,0.67,uM,670.0
CHEMBL468000,IC50,=,1.6,uM,1600.0
CHEMBL95,IC50,=,0.15,uM,150.0
CHEMBL54126,IC50,=,0.031,uM,31.0
CHEMBL556939,IC50,=,14.5,uM,14500.0
CHEMBL659,IC50,=,73.9,uM,73900.0
CHEMBL561846,IC50,=,22.8,uM,22800.0
CHEMBL2021459,IC50,>,200.0,uM,200000.0
CHEMBL550989,IC50,>,10000.0,nM,10000.0
CHEMBL3215574,IC50,=,14.0,nM,14.0
CHEMBL3216221,IC50,=,14.4,nM,14.4
CHEMBL3215573,IC50,=,11.1,nM,11.1
CHEMBL2448076,IC50,=,9.64,nM,9.64
CHEMBL3216018,IC50,=,16.6,nM,16.6
CHEMBL3215770,IC50,=,50.0,nM,50.0
CHEMBL3215769,IC50,=,24.9,nM,24.9
CHEMBL3215768,IC50,=,7.03,nM,7.03
CHEMBL3215572,IC50,=,18.3,nM,18.3
CHEMBL3216429,IC50,=,19.2,nM,19.2
CHEMBL345124,IC50,=,32300.0,nM,32300.0
CHEMBL486698,IC50,=,8.32,nM,8.32
CHEMBL555300,IC50,=,11.0,uM,11000.0
CHEMBL556581,IC50,=,7.91,uM,7910.0
CHEMBL540178,IC50,=,9.34,uM,9340.0
CHEMBL231160,IC50,=,28.3,uM,28300.0
CHEMBL555300,IC50,=,0.36,nM,0.36
CHEMBL556581,IC50,=,4.03,nM,4.03
CHEMBL540178,IC50,=,0.5,nM,0.5
CHEMBL231160,IC50,=,1.55,nM,1.55
CHEMBL95,IC50,=,0.2,uM,200.0
CHEMBL208599,IC50,=,1.1,10'-9M,1.1
CHEMBL140476,IC50,=,1.84,10'-9M,1.84
CHEMBL574267,IC50,=,1.17,10'-5M,11700.0
CHEMBL573094,IC50,=,5.1,10'-6M,5100.0
CHEMBL584603,IC50,=,8.55,10'-7M,855.0000000000001
CHEMBL575614,IC50,=,6.64,10'-7M,664.0
CHEMBL574746,IC50,=,4.78,10'-6M,4780.0
CHEMBL583776,IC50,=,6.45,10'-6M,6450.0
CHEMBL574747,IC50,=,5.0,10'-5M,50000.0
CHEMBL584003,IC50,=,5.0,10'-5M,50000.0
CHEMBL576189,IC50,=,2.71,10'-5M,27100.0
CHEMBL574261,IC50,=,7.69,10'-6M,7690.0
CHEMBL576384,IC50,=,7.27,10'-6M,7270.0
CHEMBL572858,IC50,=,5.0,10'-5M,50000.0
CHEMBL574948,IC50,=,5.0,10'-5M,50000.0
CHEMBL576004,IC50,=,2.51,10'-6M,2510.0
CHEMBL575166,IC50,=,1.47,10'-5M,14700.0
CHEMBL572865,IC50,=,2.24,10'-5M,22400.000000000004
CHEMBL572866,IC50,=,1.92,10'-5M,19200.0
CHEMBL583920,IC50,=,9.66,10'-9M,9.66
CHEMBL573095,IC50,=,6.75,10'-9M,6.75
CHEMBL576385,IC50,=,4.33,10'-8M,43.3
CHEMBL574973,IC50,=,8.69,10'-9M,8.69
CHEMBL574974,IC50,=,1.37,10'-8M,13.700000000000001
CHEMBL575613,IC50,=,8.1,10'-7M,810.0
CHEMBL575674,IC50,=,5.96,10'-9M,5.96
CHEMBL575802,IC50,=,3.95,10'-9M,3.95
CHEMBL575167,IC50,=,2.92,10'-6M,2920.0
CHEMBL575810,IC50,=,8.08,10'-6M,8080.0
CHEMBL576005,IC50,=,75.0,nM,75.0
CHEMBL575619,IC50,=,392.0,nM,392.0
CHEMBL575620,IC50,=,368.0,nM,368.0
CHEMBL575621,IC50,=,458.0,nM,458.0
CHEMBL573102,IC50,=,318.0,nM,318.0
CHEMBL582883,IC50,=,90.0,nM,90.0
CHEMBL575813,IC50,=,185.0,nM,185.0
CHEMBL574474,IC50,=,192.0,nM,192.0
CHEMBL574487,IC50,=,1150.0,nM,1150.0
CHEMBL54126,IC50,=,41.0,nM,41.0
CHEMBL231160,IC50,=,1.5,10'-3microM,1.5
CHEMBL194823,IC50,=,0.253,10'-3microM,0.253
CHEMBL572480,IC50,=,0.1,uM,100.0
CHEMBL572532,IC50,=,0.15,uM,150.0
CHEMBL572453,IC50,=,0.16,uM,160.0
CHEMBL574847,IC50,=,0.19,uM,190.0
CHEMBL659,IC50,=,2.1,uM,2100.0
CHEMBL569978,IC50,=,0.35,uM,350.0
CHEMBL1794936,IC50,=,0.05,uM,50.0
CHEMBL604478,IC50,=,16.0,nM,16.0
CHEMBL595115,IC50,=,31.0,nM,31.0
CHEMBL594870,IC50,=,31.0,nM,31.0
CHEMBL605303,IC50,=,25.0,nM,25.0
CHEMBL606348,IC50,=,29.0,nM,29.0
CHEMBL593933,IC50,=,84.0,nM,84.0
CHEMBL596236,IC50,=,22.0,nM,22.0
CHEMBL595114,IC50,=,24.0,nM,24.0
CHEMBL594186,IC50,=,51.0,nM,51.0
CHEMBL594187,IC50,=,25.0,nM,25.0
CHEMBL606372,IC50,=,40.0,nM,40.0
CHEMBL596457,IC50,=,41.0,nM,41.0
CHEMBL606538,IC50,=,31.0,nM,31.0
CHEMBL1255901,IC50,=,21.0,nM,21.0
CHEMBL95,IC50,=,128.0,nM,128.0
CHEMBL590031,IC50,=,3.0,uM,3000.0
CHEMBL592433,IC50,=,30.0,uM,30000.0
CHEMBL606034,IC50,=,35.0,uM,35000.0
CHEMBL604255,IC50,=,6.0,uM,6000.0
CHEMBL592624,IC50,=,7.0,uM,7000.0
CHEMBL592856,IC50,=,600.0,uM,600000.0
CHEMBL592857,IC50,=,5.0,uM,5000.0
CHEMBL591469,IC50,>,1000.0,uM,1000000.0
CHEMBL591470,IC50,=,70.0,uM,70000.0
CHEMBL1025,IC50,=,0.12,uM,120.0
CHEMBL603622,IC50,=,8.0,10'-4microM,0.8
CHEMBL599644,IC50,=,0.052,uM,52.0
CHEMBL597188,IC50,=,0.056,uM,56.0
CHEMBL604096,IC50,=,0.18,uM,180.0
CHEMBL597795,IC50,=,5.38,uM,5380.0
CHEMBL597794,IC50,=,0.11,uM,110.0
CHEMBL598824,IC50,=,0.51,uM,510.0
CHEMBL599058,IC50,=,0.38,uM,380.0
CHEMBL603256,IC50,=,0.2,uM,200.0
CHEMBL599057,IC50,=,0.19,uM,190.0
CHEMBL597822,IC50,=,0.18,uM,180.0
CHEMBL597821,IC50,=,0.89,uM,890.0
CHEMBL598645,IC50,=,0.89,uM,890.0
CHEMBL599254,IC50,=,1.32,uM,1320.0
CHEMBL599253,IC50,=,1.53,uM,1530.0
CHEMBL599252,IC50,=,3.95,uM,3950.0
CHEMBL597001,IC50,=,1.61,uM,1610.0
CHEMBL604715,IC50,=,2.9,uM,2900.0
CHEMBL597406,IC50,=,11.7,uM,11700.0
CHEMBL597405,IC50,=,4.93,uM,4930.0
CHEMBL610779,IC50,=,0.63,uM,630.0
CHEMBL610219,IC50,=,28.7,uM,28700.0
CHEMBL598632,IC50,=,1.14,uM,1140.0
CHEMBL502,IC50,=,0.02,uM,20.0
CHEMBL75121,IC50,=,0.044,uM,44.0
CHEMBL812,IC50,=,40.0,uM,40000.0
CHEMBL54126,IC50,=,0.1,uM,100.0
CHEMBL1088018,IC50,=,505.0,uM,505000.0
CHEMBL1088019,IC50,=,1270.0,uM,1270000.0
CHEMBL389283,IC50,=,63.0,uM,63000.0
CHEMBL1088155,IC50,=,241.0,uM,241000.0
CHEMBL225688,IC50,=,31.0,uM,31000.0
CHEMBL105742,IC50,=,2.0,uM,2000.0
CHEMBL225689,IC50,=,0.4,uM,400.0
CHEMBL430886,IC50,=,0.7,uM,700.0
CHEMBL1081448,IC50,=,1770.0,uM,1770000.0
CHEMBL1081449,IC50,=,2010.0,uM,2010000.0
CHEMBL1081613,IC50,=,2290.0,uM,2290000.0
CHEMBL1076550,IC50,=,1990.0,uM,1990000.0
CHEMBL1081124,IC50,=,636.0,uM,636000.0
CHEMBL1081125,IC50,=,2360.0,uM,2360000.0
CHEMBL1081126,IC50,=,1540.0,uM,1540000.0
CHEMBL1081810,IC50,=,0.2,uM,200.0
CHEMBL1082081,IC50,=,0.95,uM,950.0
CHEMBL1082082,IC50,=,0.25,uM,250.0
CHEMBL1076243,IC50,=,0.1,uM,100.0
CHEMBL1080631,IC50,=,0.53,uM,530.0
CHEMBL1080813,IC50,=,0.5,uM,500.0
CHEMBL1080814,IC50,=,0.18,uM,180.0
CHEMBL1076259,IC50,=,0.27,uM,270.0
CHEMBL1076260,IC50,=,0.44,uM,440.0
CHEMBL1080274,IC50,=,0.3,uM,300.0
CHEMBL95,IC50,=,0.35,uM,350.0
CHEMBL1087194,IC50,=,780.0,nM,780.0
CHEMBL1083973,IC50,=,2.0,uM,2000.0
CHEMBL1084250,IC50,=,2.0,uM,2000.0
CHEMBL1084519,IC50,=,1.8,uM,1800.0
CHEMBL1084518,IC50,=,2.1,uM,2100.0
CHEMBL1084517,IC50,=,1.8,uM,1800.0
CHEMBL1083972,IC50,=,1.9,uM,1900.0
CHEMBL1086184,IC50,=,1.0,uM,1000.0
CHEMBL1087194,IC50,=,0.78,uM,780.0
CHEMBL659,IC50,=,0.6,uM,600.0
CHEMBL95,IC50,=,0.1,uM,100.0
CHEMBL502,IC50,=,0.0082,uM,8.200000000000001
CHEMBL1084784,IC50,=,17100.0,nM,17100.0
CHEMBL1085759,IC50,=,1300.0,nM,1300.0
CHEMBL1085758,IC50,=,12600.0,nM,12600.0
CHEMBL1084785,IC50,=,10000.0,nM,10000.0
CHEMBL1085026,IC50,=,8100.0,nM,8100.0
CHEMBL1085027,IC50,=,1200.0,nM,1200.0
CHEMBL1084167,IC50,=,700.0,nM,700.0
CHEMBL1082427,IC50,=,24500.0,nM,24500.0
CHEMBL1085028,IC50,=,200.0,nM,200.0
CHEMBL1085029,IC50,=,1350.0,nM,1350.0
CHEMBL1085284,IC50,=,1100.0,nM,1100.0
CHEMBL1085022,IC50,=,1600.0,nM,1600.0
CHEMBL1084442,IC50,=,19500.0,nM,19500.0
CHEMBL1082428,IC50,=,4000.0,nM,4000.0
CHEMBL1082746,IC50,=,1100.0,nM,1100.0
CHEMBL1082747,IC50,=,7100.0,nM,7100.0
CHEMBL1082748,IC50,=,24000.0,nM,24000.0
CHEMBL1085279,IC50,=,12600.0,nM,12600.0
CHEMBL1082749,IC50,=,33600.0,nM,33600.0
CHEMBL1082750,IC50,=,20500.0,nM,20500.0
CHEMBL1083063,IC50,=,2500.0,nM,2500.0
CHEMBL1083064,IC50,=,350.0,nM,350.0
CHEMBL1083373,IC50,=,4500.0,nM,4500.0
CHEMBL1084709,IC50,=,27000.0,nM,27000.0
CHEMBL1085280,IC50,=,9500.0,nM,9500.0
CHEMBL1085281,IC50,=,50000.0,nM,50000.0
CHEMBL75110,IC50,=,20.0,nM,20.0
CHEMBL311017,IC50,=,10.0,nM,10.0
CHEMBL308793,IC50,=,11.0,nM,11.0
CHEMBL74560,IC50,=,22.0,nM,22.0
CHEMBL74922,IC50,=,29.0,nM,29.0
CHEMBL73339,IC50,=,47.0,nM,47.0
CHEMBL1085858,IC50,=,68.0,nM,68.0
CHEMBL306776,IC50,=,812.0,nM,812.0
CHEMBL73447,IC50,=,2680.0,nM,2680.0
CHEMBL76108,IC50,=,13300.0,nM,13300.0
CHEMBL73974,IC50,=,43.0,nM,43.0
CHEMBL308807,IC50,=,16.0,nM,16.0
CHEMBL74832,IC50,=,89.0,nM,89.0
CHEMBL306175,IC50,=,76.0,nM,76.0
CHEMBL74809,IC50,=,59.0,nM,59.0
CHEMBL75649,IC50,=,6360.0,nM,6360.0
CHEMBL306179,IC50,=,50.0,nM,50.0
CHEMBL310918,IC50,=,64.0,nM,64.0
CHEMBL74359,IC50,=,113.0,nM,113.0
CHEMBL307693,IC50,=,853.0,nM,853.0
CHEMBL1083661,IC50,=,54.0,nM,54.0
CHEMBL1083660,IC50,=,24.0,nM,24.0
CHEMBL73593,IC50,=,164.0,nM,164.0
CHEMBL1083662,IC50,=,54.0,nM,54.0
CHEMBL76470,IC50,=,36.0,nM,36.0
CHEMBL1084254,IC50,=,1490.0,nM,1490.0
CHEMBL75157,IC50,=,125.0,nM,125.0
CHEMBL75013,IC50,=,100.0,nM,100.0
CHEMBL74747,IC50,=,81.0,nM,81.0
CHEMBL310467,IC50,=,376.0,nM,376.0
CHEMBL307513,IC50,=,1330.0,nM,1330.0
CHEMBL74962,IC50,=,3140.0,nM,3140.0
CHEMBL309173,IC50,=,2652.0,nM,2652.0
CHEMBL72967,IC50,=,847.0,nM,847.0
CHEMBL74533,IC50,=,55200.0,nM,55200.0
CHEMBL75127,IC50,=,331.0,nM,331.0
CHEMBL308093,IC50,=,145.0,nM,145.0
CHEMBL76384,IC50,=,393.0,nM,393.0
CHEMBL420378,IC50,=,333.0,nM,333.0
CHEMBL74340,IC50,=,224.0,nM,224.0
CHEMBL307832,IC50,=,390.0,nM,390.0
CHEMBL74698,IC50,=,127.0,nM,127.0
CHEMBL92460,IC50,=,55.0,nM,55.0
CHEMBL433379,IC50,=,7.8,nM,7.8
CHEMBL91291,IC50,=,5.8,nM,5.8
CHEMBL94186,IC50,=,7.2,nM,7.2
CHEMBL418955,IC50,=,8.8,nM,8.8
CHEMBL93619,IC50,=,7.1,nM,7.1
CHEMBL92736,IC50,=,2.8,nM,2.8
