molecule_chembl_id,pchembl_value,relation,type,units,value
CHEMBL3237634,,>,IC50,uM,100.0
CHEMBL17940,,=,Activity,%,6.1
CHEMBL3235205,,=,Activity,%,7.6
CHEMBL3235206,,=,Activity,%,7.7
CHEMBL3235207,,=,Activity,%,12.8
CHEMBL3235208,,=,Activity,%,23.9
CHEMBL3235209,,=,Activity,%,0.06
CHEMBL3235210,,=,Activity,%,4.8
CHEMBL3235211,,=,Activity,%,24.5
CHEMBL3235212,,=,Activity,%,2.9
CHEMBL3235213,,=,Activity,%,36.83
CHEMBL3235214,,=,Activity,%,29.77
CHEMBL3235215,,=,Activity,%,30.4
CHEMBL3235216,,=,Activity,%,34.7
CHEMBL3235217,,=,Activity,%,100.05
CHEMBL3235218,,=,Activity,%,26.3
CHEMBL3235219,,=,Activity,%,50.13
CHEMBL3235220,,=,Activity,%,19.38
CHEMBL3235221,,=,Activity,%,37.8
CHEMBL3235222,,=,Activity,%,8.52
CHEMBL3235223,,=,Activity,%,26.59
CHEMBL3235224,,=,Activity,%,34.66
CHEMBL3235225,,=,Activity,%,21.62
CHEMBL3235226,,=,Activity,%,20.19
CHEMBL3235227,,=,Activity,%,32.4
CHEMBL3235228,,=,Activity,%,23.54
CHEMBL3235229,,=,Activity,%,40.05
CHEMBL3235230,,=,Activity,%,71.26
CHEMBL3235231,,=,Activity,%,35.2
CHEMBL3235232,,=,Activity,%,29.33
CHEMBL3235233,,=,Activity,%,24.95
CHEMBL3235234,,=,Activity,%,0.42
CHEMBL3235235,,=,Activity,%,2.2
CHEMBL17940,,,Ki,,
CHEMBL3235205,,=,Ki,uM,2430.0
CHEMBL3235206,,=,Ki,uM,3178.0
CHEMBL3235207,,=,Ki,uM,233.8
CHEMBL3235208,,=,Ki,uM,2303.0
CHEMBL3235209,,=,Ki,uM,732.5
CHEMBL3235210,,=,Ki,uM,94963.0
CHEMBL3235211,,=,Ki,uM,1625.0
CHEMBL3235212,,=,Ki,uM,595.1
CHEMBL3235213,,=,Ki,uM,1926.0
CHEMBL3235214,,=,Ki,uM,2671.0
CHEMBL3235215,5.21,=,Ki,uM,6.219
CHEMBL3235216,5.83,=,Ki,uM,1.492
CHEMBL3235217,5.51,=,Ki,uM,3.077
CHEMBL3235218,6.23,=,Ki,uM,0.5881
CHEMBL3235219,,=,Ki,uM,180.1
CHEMBL3235220,,=,Ki,uM,144.0
CHEMBL3235221,4.51,=,Ki,uM,31.22
CHEMBL3235222,,=,Ki,uM,199.1
CHEMBL3235223,,=,Ki,uM,1930.0
CHEMBL3235224,,=,Ki,uM,158.8
CHEMBL3235225,,=,Ki,uM,1608.0
CHEMBL3235226,,=,Ki,uM,298.3
CHEMBL3235227,4.26,=,Ki,uM,55.18
CHEMBL3235228,,=,Ki,uM,285.6
CHEMBL3235229,,=,Ki,uM,344.8
CHEMBL3235230,,=,Ki,uM,232.6
CHEMBL3235231,,=,Ki,uM,550.6
CHEMBL3235232,,=,Ki,uM,137.4
CHEMBL3235233,,=,Ki,uM,2517.0
CHEMBL3235234,,=,Ki,uM,266.0
CHEMBL3235235,,=,Ki,uM,198.5
CHEMBL3235205,,=,Activity,%,99.2
CHEMBL3235206,,=,Activity,%,99.4
CHEMBL3235207,,=,Activity,%,92.1
CHEMBL3235208,,=,Activity,%,99.1
CHEMBL3235209,,=,Activity,%,97.3
CHEMBL3235210,,=,Activity,%,99.9
CHEMBL3235211,,=,Activity,%,92.83
CHEMBL3235212,,=,Activity,%,92.53
CHEMBL3235213,,=,Activity,%,99.22
CHEMBL3235214,,=,Activity,%,97.28
CHEMBL3235215,,=,Activity,%,23.7
CHEMBL3235216,,=,Activity,%,7.0
CHEMBL3235217,,=,Activity,%,6.97
CHEMBL3235218,,=,Activity,%,2.9
CHEMBL3235219,,=,Activity,%,90.38
CHEMBL3235220,,=,Activity,%,88.97
CHEMBL3235221,,=,Activity,%,60.9
CHEMBL3235222,,=,Activity,%,85.78
CHEMBL3235223,,=,Activity,%,95.27
CHEMBL3235224,,=,Activity,%,88.83
CHEMBL3235225,,=,Activity,%,98.77
CHEMBL3235226,,=,Activity,%,93.71
CHEMBL3235227,,=,Activity,%,73.4
CHEMBL3235228,,=,Activity,%,97.33
CHEMBL3235229,,=,Activity,%,95.29
CHEMBL3235230,,=,Activity,%,91.11
CHEMBL3235231,,=,Activity,%,96.5
CHEMBL3235232,,=,Activity,%,85.7
CHEMBL3235233,,=,Activity,%,98.87
CHEMBL3235234,,=,Activity,%,100.0
CHEMBL3235235,,=,Activity,%,90.8
CHEMBL3237520,5.44,=,IC50,uM,3.66
CHEMBL3237521,,,INH,,
CHEMBL3237522,,,INH,,
CHEMBL3237523,,,INH,,
CHEMBL3237524,,,INH,,
CHEMBL3237525,,,INH,,
CHEMBL3237526,,,INH,,
CHEMBL3237527,5.63,=,IC50,uM,2.32
CHEMBL3237528,,,INH,,
CHEMBL3237529,,,INH,,
CHEMBL3237530,,,INH,,
CHEMBL95,6.60,=,IC50,uM,0.25
CHEMBL3235364,,=,MIC,ug,0.6
CHEMBL3235365,,=,MIC,ug,0.8
CHEMBL659,,=,MIC,ug,0.004
CHEMBL3235364,,=,INH,%,28.08
CHEMBL3235365,,=,INH,%,25.9
CHEMBL659,,=,INH,%,61.44
CHEMBL3235366,,=,MIC,ug,4.0
CHEMBL3235367,,=,MIC,ug,4.0
CHEMBL3235368,,=,MIC,ug,4.0
CHEMBL3235369,,=,MIC,ug,4.0
CHEMBL3235370,,=,MIC,ug,4.0
CHEMBL3235371,,=,MIC,ug,4.0
CHEMBL3235372,,=,MIC,ug,4.0
CHEMBL1377579,4.03,=,IC50,uM,93.0
CHEMBL1344483,4.35,=,IC50,uM,45.0
CHEMBL3233990,4.38,=,IC50,uM,42.0
CHEMBL3233991,4.27,=,IC50,uM,54.0
CHEMBL3233022,,=,IC50,uM,379.0
CHEMBL3233992,4.21,=,IC50,uM,61.4
CHEMBL3233993,4.29,=,IC50,uM,51.0
CHEMBL1191355,4.24,=,IC50,uM,58.0
CHEMBL1194868,,=,IC50,uM,275.3
CHEMBL3233994,,=,IC50,uM,381.0
CHEMBL3233995,,=,IC50,uM,321.0
CHEMBL1192998,,=,IC50,uM,389.0
CHEMBL1190535,,=,IC50,uM,406.0
CHEMBL3233996,,=,IC50,uM,478.0
CHEMBL3233997,,=,IC50,uM,394.0
CHEMBL3233998,,=,IC50,uM,363.0
CHEMBL3233999,,=,IC50,uM,350.1
CHEMBL1556015,,=,IC50,uM,448.0
CHEMBL3234000,,=,IC50,uM,358.2
CHEMBL1611608,,=,IC50,uM,409.2
CHEMBL3234001,,=,IC50,uM,340.2
CHEMBL659,5.96,=,IC50,uM,1.1
CHEMBL388560,5.72,=,IC50,uM,1.9
CHEMBL194823,9.60,=,IC50,nM,0.25
CHEMBL3235502,8.67,=,IC50,nM,2.15
CHEMBL3235503,8.30,=,IC50,nM,5.04
CHEMBL2171309,7.93,=,IC50,nM,11.64
CHEMBL194823,4.35,=,IC50,uM,45.0
CHEMBL3235502,,=,INH,%,57.7
CHEMBL3235503,,=,INH,%,52.6
CHEMBL2171309,,=,INH,%,50.3
CHEMBL3235502,4.64,=,IC50,uM,23.0
CHEMBL3233028,,<,Activity,%,10.0
CHEMBL3234591,6.58,=,IC50,uM,0.26
CHEMBL3234592,7.11,=,IC50,uM,0.077
CHEMBL3234587,6.58,=,IC50,uM,0.26
CHEMBL3234588,5.85,=,IC50,uM,1.4
CHEMBL3234589,6.79,=,IC50,uM,0.163
CHEMBL3234590,,=,IC50,uM,307.0
CHEMBL3234593,6.82,=,IC50,uM,0.15
CHEMBL3234594,,=,IC50,uM,130.0
CHEMBL3234585,,,K,,
CHEMBL3233028,,=,K,/min,0.0094
CHEMBL3234586,,=,K,/min,0.032
CHEMBL3234587,,=,K,/min,0.56
CHEMBL3234588,,=,K,/min,0.72
CHEMBL3234589,,,K,,
CHEMBL3234590,,,K,,
CHEMBL748,,=,K,/min,0.06
CHEMBL3234584,,=,K,/min,0.44
CHEMBL2181429,,=,K,/min,0.49
CHEMBL451635,,=,K,/min,0.6
CHEMBL32778,,,K,,
CHEMBL3234585,,,Kd,,
CHEMBL3233028,4.82,=,Kd,uM,15.0
CHEMBL3234586,4.52,=,Kd,uM,30.0
CHEMBL3234587,4.39,=,Kd,uM,41.0
CHEMBL3234588,4.51,=,Kd,uM,31.0
CHEMBL748,,=,Kd,uM,215.0
CHEMBL3234584,4.30,=,Kd,uM,50.0
CHEMBL2181429,5.11,=,Kd,uM,7.8
CHEMBL451635,4.27,=,Kd,uM,54.0
CHEMBL32778,,,Kd,,
CHEMBL3234589,,=,K,/min,0.0038
CHEMBL3234590,,=,K,/min,0.0076
CHEMBL3234587,,=,K,/min,0.0075
CHEMBL3234588,,=,K,/min,0.021
CHEMBL2181429,,=,K,/min,0.02
CHEMBL451635,,=,K,/min,0.04
CHEMBL32778,,=,K,/min,0.085
CHEMBL3234587,4.52,=,Kd,uM,30.0
CHEMBL3234588,5.15,=,Kd,uM,7.1
CHEMBL2181429,,=,Kd,uM,106.0
CHEMBL451635,,=,Kd,uM,250.0
CHEMBL32778,,=,Kd,uM,145.0
CHEMBL3234587,,=,K,/min,0.0228
CHEMBL3234588,,=,K,/min,0.111
CHEMBL2181429,,=,K,/min,0.63
CHEMBL451635,,=,K,/min,0.81
CHEMBL32778,,=,K,/min,0.34
CHEMBL3234587,5.96,=,Kd,uM,1.1
CHEMBL3234588,5.44,=,Kd,uM,3.6
CHEMBL2181429,,=,Kd,uM,210.0
CHEMBL451635,4.49,=,Kd,uM,32.2
CHEMBL32778,4.32,=,Kd,uM,47.8
CHEMBL3233028,,<,Activity,%,10.0
CHEMBL3234585,,=,Ratio,/mM/min,0.65
CHEMBL3233028,,=,Ratio,/mM/min,0.6
CHEMBL3234586,,=,Ratio,/mM/min,1.1
CHEMBL3234587,,=,Ratio,/mM/min,13.0
CHEMBL3234588,,=,Ratio,/mM/min,22.0
CHEMBL748,,=,Ratio,/mM/min,0.28
CHEMBL3234584,,=,Ratio,/mM/min,9.0
CHEMBL2181429,,=,Ratio,/mM/min,63.0
CHEMBL451635,,=,Ratio,/mM/min,11.0
CHEMBL32778,,=,Ratio,/mM/min,0.5
CHEMBL3234587,,=,Ratio,/mM/min,0.27
CHEMBL3234588,,=,Ratio,/mM/min,3.0
CHEMBL2181429,,=,Ratio,/mM/min,0.2
CHEMBL451635,,=,Ratio,/mM/min,0.16
CHEMBL32778,,=,Ratio,/mM/min,0.7
CHEMBL3234587,,=,Ratio,/mM/min,20.9
CHEMBL3234588,,=,Ratio,/mM/min,31.0
CHEMBL2181429,,=,Ratio,/mM/min,3.0
CHEMBL451635,,=,Ratio,/mM/min,20.0
CHEMBL32778,,=,Ratio,/mM/min,17.0
CHEMBL95,6.70,=,IC50,uM,0.2
CHEMBL3234586,,=,K,/min,0.0043
CHEMBL3234589,,<,K,/min,0.01
CHEMBL3234590,,<,K,/min,0.01
CHEMBL3234586,,<,K,/min,0.01
CHEMBL3234595,,=,K,/min,0.5
CHEMBL3234586,,,K,,
CHEMBL3234596,,=,K,/min,0.08
CHEMBL3234596,,=,Ratio,/mM/min,0.0026
CHEMBL3234595,,=,Ratio,/mM/min,0.15
CHEMBL2181431,,=,Ratio,/mM/min,3.4
CHEMBL3233826,8.97,=,IC50,nM,1.07
CHEMBL3233827,8.82,=,IC50,nM,1.52
CHEMBL3233828,8.50,=,IC50,nM,3.18
CHEMBL3233829,8.36,=,IC50,nM,4.36
CHEMBL3233830,8.44,=,IC50,nM,3.6
CHEMBL3233831,5.53,=,IC50,nM,2930.0
CHEMBL3233832,8.62,=,IC50,nM,2.39
CHEMBL3234038,8.12,=,IC50,nM,7.61
CHEMBL3234039,7.76,=,IC50,nM,17.4
CHEMBL3234040,7.74,=,IC50,nM,18.2
CHEMBL418068,,>,IC50,nM,10000.0
CHEMBL536047,8.97,=,IC50,nM,1.07
CHEMBL2011499,6.49,=,IC50,nM,321.0
CHEMBL2007996,9.13,=,IC50,nM,0.74
CHEMBL3233826,,=,INH,%,45.0
CHEMBL3233827,,=,INH,%,50.5
CHEMBL3233828,,=,INH,%,52.5
CHEMBL3233829,,=,INH,%,44.7
CHEMBL3233830,,=,INH,%,48.7
CHEMBL3233831,,=,INH,%,36.9
CHEMBL3233832,,=,INH,%,38.1
CHEMBL3234038,,=,INH,%,29.2
CHEMBL3234039,,=,INH,%,38.2
CHEMBL3234040,,=,INH,%,35.2
CHEMBL418068,,,INH,,
CHEMBL536047,,=,INH,%,17.1
CHEMBL2011499,,=,INH,%,9.1
CHEMBL2007996,,=,INH,%,24.7
CHEMBL3233832,,,INH,,
CHEMBL3233832,8.58,=,Ki,nM,2.65
CHEMBL3233832,8.47,=,Ki,nM,3.41
CHEMBL3233934,6.64,=,IC50,uM,0.23
CHEMBL3233935,6.01,=,IC50,uM,0.98
CHEMBL3261984,4.37,=,Kd,uM,42.86
CHEMBL3261985,4.24,=,Kd,uM,57.96
CHEMBL3261986,4.28,=,Kd,uM,52.32
CHEMBL3261987,4.52,=,Kd,uM,30.23
CHEMBL3261988,4.61,=,Kd,uM,24.39
CHEMBL3261989,4.07,=,Kd,uM,84.29
CHEMBL3261990,4.68,=,Kd,uM,20.82
CHEMBL3261991,4.32,=,Kd,uM,48.38
CHEMBL3261992,5.07,=,Kd,uM,8.55
CHEMBL748,4.59,=,Kd,uM,25.72
CHEMBL291233,4.67,=,Kd,uM,21.48
CHEMBL3261984,4.31,=,Kd,uM,48.66
CHEMBL3261985,4.05,=,Kd,uM,88.86
CHEMBL3261986,4.07,=,Kd,uM,86.12
CHEMBL3261987,4.71,=,Kd,uM,19.71
CHEMBL3261988,4.77,=,Kd,uM,16.86
CHEMBL3261989,4.18,=,Kd,uM,65.82
CHEMBL3261990,4.65,=,Kd,uM,22.57
CHEMBL3261991,4.26,=,Kd,uM,54.93
CHEMBL3261992,4.76,=,Kd,uM,17.46
CHEMBL748,4.50,=,Kd,uM,31.39
CHEMBL291233,4.66,=,Kd,uM,21.86
CHEMBL3261984,,=,K,/min,0.05
CHEMBL3261985,,=,K,/min,0.06
CHEMBL3261986,,=,K,/min,0.08
CHEMBL3261987,,=,K,/min,0.05
CHEMBL3261988,,=,K,/min,0.05
CHEMBL3261989,,=,K,/min,0.12
CHEMBL3261990,,=,K,/min,0.05
CHEMBL3261991,,=,K,/min,0.1
CHEMBL3261992,,=,K,/min,0.09
CHEMBL748,,=,K,/min,0.06
CHEMBL291233,,=,K,/min,0.17
CHEMBL3261984,,=,K,/min,0.2
CHEMBL3261985,,=,K,/min,0.23
CHEMBL3261986,,=,K,/min,0.23
CHEMBL3261987,,=,K,/min,0.07
CHEMBL3261988,,=,K,/min,0.07
CHEMBL3261989,,=,K,/min,0.13
CHEMBL3261990,,=,K,/min,0.05
CHEMBL3261991,,=,K,/min,0.12
CHEMBL3261992,,=,K,/min,0.09
CHEMBL748,,=,K,/min,0.11
CHEMBL291233,,=,K,/min,0.18
CHEMBL3261984,,=,K,/mM/min,1.25
CHEMBL3261985,,=,K,/mM/min,1.1
CHEMBL3261986,,=,K,/mM/min,1.46
CHEMBL3261987,,=,K,/mM/min,1.5
CHEMBL3261988,,=,K,/mM/min,2.16
CHEMBL3261989,,=,K,/mM/min,1.42
CHEMBL3261990,,=,K,/mM/min,2.24
CHEMBL3261991,,=,K,/mM/min,2.16
CHEMBL3261992,,=,K,/mM/min,10.85
CHEMBL748,,=,K,/mM/min,2.23
CHEMBL291233,,=,K,/mM/min,8.03
CHEMBL3261984,,=,K,/mM/min,4.17
CHEMBL3261985,,=,K,/mM/min,2.62
CHEMBL3261986,,=,K,/mM/min,2.63
CHEMBL3261987,,=,K,/mM/min,3.76
CHEMBL3261988,,=,K,/mM/min,3.97
CHEMBL3261989,,=,K,/mM/min,1.95
CHEMBL3261990,,=,K,/mM/min,3.47
CHEMBL3261991,,=,K,/mM/min,2.17
CHEMBL3261992,,=,K,/mM/min,5.04
CHEMBL748,,=,K,/mM/min,3.59
CHEMBL291233,,=,K,/mM/min,8.31
CHEMBL3261984,,=,IC50,mM,2.53
CHEMBL3261985,,=,IC50,mM,1.07
CHEMBL3261986,,=,IC50,mM,1.06
CHEMBL3261987,,=,IC50,mM,1.79
CHEMBL3261988,,=,IC50,mM,1.43
CHEMBL3261989,,=,IC50,mM,0.93
CHEMBL3261990,,=,IC50,mM,1.7
CHEMBL3261991,,=,IC50,mM,1.67
CHEMBL3261992,,=,IC50,mM,2.1
CHEMBL748,,=,IC50,mM,1.19
CHEMBL291233,,=,IC50,mM,0.87
CHEMBL3261987,,,Activity,,
CHEMBL3261987,,,Activity,,
CHEMBL3261987,,,Activity,,
CHEMBL3261987,,,Activity,,
CHEMBL3262658,5.30,=,IC50,uM,4.99
CHEMBL3262661,5.15,=,IC50,uM,7.13
CHEMBL3262662,5.46,=,IC50,uM,3.46
CHEMBL3262663,5.42,=,IC50,uM,3.85
CHEMBL3262664,5.35,=,IC50,uM,4.5
CHEMBL3262665,5.66,=,IC50,uM,2.2
CHEMBL3262666,5.67,=,IC50,uM,2.14
CHEMBL3262667,5.53,=,IC50,uM,2.98
CHEMBL3262668,5.02,=,IC50,uM,9.59
CHEMBL3262669,4.45,=,IC50,uM,35.48
CHEMBL3262670,4.40,=,IC50,uM,39.63
CHEMBL3262671,4.79,=,IC50,uM,16.33
CHEMBL3262672,5.25,=,IC50,uM,5.59
CHEMBL3262673,5.03,=,IC50,uM,9.33
CHEMBL510363,,>,IC50,uM,100.0
CHEMBL3262665,,,INH,,
CHEMBL453157,,=,INH,%,28.6
CHEMBL95,,=,INH,%,59.9
CHEMBL3263725,5.38,=,IC50,uM,4.2
CHEMBL3263724,5.72,=,IC50,uM,1.9
CHEMBL3263726,5.21,=,IC50,uM,6.1
CHEMBL3263727,5.39,=,IC50,uM,4.1
CHEMBL3263728,5.60,=,IC50,uM,2.5
CHEMBL3263729,5.42,=,IC50,uM,3.8
CHEMBL3263730,5.58,=,IC50,uM,2.6
CHEMBL3263731,5.29,=,IC50,uM,5.1
CHEMBL3263732,5.25,=,IC50,uM,5.6
CHEMBL3263733,5.68,=,IC50,uM,2.1
CHEMBL3263734,5.33,=,IC50,uM,4.7
CHEMBL3263735,5.27,=,IC50,uM,5.4
CHEMBL3263736,5.42,=,IC50,uM,3.8
CHEMBL3263737,5.17,=,IC50,uM,6.8
CHEMBL95,6.64,=,IC50,uM,0.23
CHEMBL464538,,,IC50,,
CHEMBL3264710,,=,INH,%,30.46
CHEMBL3264711,,=,INH,%,42.74
CHEMBL3264712,,=,INH,%,89.82
CHEMBL3264713,,=,INH,%,73.92
CHEMBL3264714,,=,INH,%,62.05
CHEMBL3264715,,=,INH,%,68.74
CHEMBL3264716,,=,INH,%,79.36
CHEMBL3264717,,=,INH,%,50.95
CHEMBL3264718,,=,INH,%,54.67
CHEMBL1255901,,=,INH,%,100.0
CHEMBL2135857,,=,Drug degradation,10'-8mol/min,0.07
CHEMBL667,,=,Drug degradation,10'-8mol/min,1.46
CHEMBL3289924,4.91,=,IC50,uM,12.43
CHEMBL3289925,4.38,=,IC50,uM,41.22
CHEMBL3289926,6.04,=,IC50,uM,0.92
CHEMBL3289927,7.38,=,IC50,uM,0.042
CHEMBL3289928,4.56,=,IC50,uM,27.54
CHEMBL3289929,4.26,=,IC50,uM,55.34
CHEMBL3289930,4.12,=,IC50,uM,76.64
CHEMBL3289931,,>,IC50,uM,100.0
CHEMBL3289932,,>,IC50,uM,100.0
CHEMBL3289933,4.11,=,IC50,uM,76.93
CHEMBL3289934,4.34,=,IC50,uM,45.29
CHEMBL3289935,5.81,=,IC50,uM,1.54
CHEMBL3289936,6.06,=,IC50,uM,0.88
CHEMBL3289937,7.24,=,IC50,uM,0.057
CHEMBL3289938,,>,IC50,uM,100.0
CHEMBL3289939,,>,IC50,uM,100.0
CHEMBL3289940,,>,IC50,uM,100.0
CHEMBL3289941,,>,IC50,uM,100.0
CHEMBL3289942,4.10,=,IC50,uM,79.31
CHEMBL3289943,4.40,=,IC50,uM,39.44
CHEMBL3290187,,>,IC50,uM,100.0
CHEMBL3290188,,>,IC50,uM,100.0
CHEMBL3290189,5.02,=,IC50,uM,9.52
CHEMBL3290190,5.56,=,IC50,uM,2.78
CHEMBL3290191,,>,IC50,uM,100.0
CHEMBL3290192,,>,IC50,uM,100.0
CHEMBL3290193,4.18,=,IC50,uM,66.43
CHEMBL3290194,,>,IC50,uM,100.0
CHEMBL3290195,,>,IC50,uM,100.0
CHEMBL3290196,,>,IC50,uM,100.0
CHEMBL502,7.21,=,IC50,uM,0.062
CHEMBL40275,,=,INH,%,70.0
CHEMBL40275,,,INH,,
CHEMBL40275,,=,IC50,ug ml-1,18.37
CHEMBL32778,,=,Activity,%,80.0
CHEMBL1181952,,=,Activity,%,71.0
CHEMBL385181,,=,Activity,%,83.0
CHEMBL291233,,=,Activity,%,84.0
CHEMBL3559405,,=,Activity,%,3.0
CHEMBL3360487,,=,Activity,%,50.0
CHEMBL3360486,,=,Activity,%,21.0
CHEMBL3360485,,=,Activity,%,4.0
CHEMBL3360484,,=,Activity,%,0.0
CHEMBL3360483,,=,Activity,%,6.0
CHEMBL3360482,,=,Activity,%,2.0
CHEMBL3360481,,=,Activity,%,0.0
CHEMBL3360480,,=,Activity,%,-2.0
CHEMBL2181432,,=,Activity,%,64.0
CHEMBL32778,,=,Activity,%,3.0
CHEMBL1181952,,=,Activity,%,45.0
CHEMBL385181,,=,Activity,%,25.0
CHEMBL291233,,=,Activity,%,7.0
CHEMBL3559405,,=,Activity,%,5.0
CHEMBL3360487,,=,Activity,%,94.0
CHEMBL3360486,,=,Activity,%,69.0
CHEMBL3360485,,=,Activity,%,27.0
CHEMBL3360484,,=,Activity,%,2.0
CHEMBL3360483,,=,Activity,%,34.0
CHEMBL3360482,,=,Activity,%,14.0
CHEMBL3360481,,=,Activity,%,8.0
CHEMBL3360480,,=,Activity,%,-2.0
CHEMBL2181432,,=,Activity,%,68.0
CHEMBL32778,,=,Activity,%,18.0
CHEMBL1181952,,=,Activity,%,49.0
CHEMBL385181,,=,Activity,%,84.0
CHEMBL291233,,=,Activity,%,35.0
CHEMBL2181432,,=,Activity,%,84.0
CHEMBL3360480,,=,Activity,%,31.0
CHEMBL3360481,,=,Activity,%,68.0
CHEMBL3360482,,=,Activity,%,89.0
CHEMBL3360483,,=,Activity,%,89.0
CHEMBL3360484,,=,Activity,%,13.0
CHEMBL3360485,,=,Activity,%,47.0
CHEMBL3360486,,=,Activity,%,92.0
CHEMBL3360487,,=,Activity,%,80.0
CHEMBL3559405,,=,Activity,%,8.0
CHEMBL291233,,=,Activity,%,54.0
CHEMBL385181,,=,Activity,%,59.0
CHEMBL1181952,,=,Activity,%,23.0
CHEMBL32778,,=,Activity,%,24.0
CHEMBL2181432,,=,Activity,%,68.0
CHEMBL3360480,,=,Activity,%,-1.0
CHEMBL3360481,,=,Activity,%,28.0
CHEMBL3360482,,=,Activity,%,46.0
CHEMBL3360483,,=,Activity,%,54.0
CHEMBL3360484,,=,Activity,%,3.0
CHEMBL3360485,,=,Activity,%,6.0
CHEMBL3360486,,=,Activity,%,67.0
CHEMBL3360487,,=,Activity,%,84.0
CHEMBL3559405,,=,Activity,%,7.0
CHEMBL291233,,=,Activity,%,84.0
CHEMBL385181,,=,Activity,%,10.0
CHEMBL1181952,,=,Activity,%,21.0
CHEMBL32778,,=,Activity,%,91.0
CHEMBL2181432,,=,Activity,%,68.0
CHEMBL3360480,,=,Activity,%,2.0
CHEMBL3360481,,=,Activity,%,1.0
CHEMBL3360482,,=,Activity,%,7.0
CHEMBL3360483,,=,Activity,%,17.0
CHEMBL3360484,,=,Activity,%,1.0
CHEMBL3360485,,=,Activity,%,5.0
CHEMBL3360486,,=,Activity,%,47.0
CHEMBL3360487,,=,Activity,%,53.0
CHEMBL3559405,,=,Activity,%,10.0
CHEMBL291233,,=,Activity,%,24.0
CHEMBL385181,,=,Activity,%,4.0
CHEMBL1181952,,=,Activity,%,5.0
CHEMBL32778,,=,Activity,%,58.0
CHEMBL2181432,,=,Activity,%,54.0
CHEMBL3360480,,=,Activity,%,-1.0
CHEMBL3360481,,=,Activity,%,1.0
CHEMBL3360482,,=,Activity,%,5.0
CHEMBL3360483,,=,Activity,%,32.0
CHEMBL3360484,,=,Activity,%,0.0
CHEMBL3360485,,=,Activity,%,3.0
CHEMBL3360486,,=,Activity,%,33.0
CHEMBL3360487,,=,Activity,%,44.0
CHEMBL3559405,,=,Activity,%,3.0
CHEMBL291233,,=,Kr,/min,0.011
CHEMBL385181,,=,Kr,/min,0.048
CHEMBL32778,,,Kr,,
CHEMBL2181432,,=,Kr,/min,0.063
CHEMBL3360486,,=,Kr,/min,0.04
CHEMBL3360487,,=,Kr,/min,0.033
CHEMBL291233,,=,Kr,/min,0.22
CHEMBL385181,,=,Kr,/min,0.25
CHEMBL32778,,,Kr,,
CHEMBL2181432,,=,Kr,/min,0.22
CHEMBL3360486,,=,Kr,/min,0.14
CHEMBL3360487,,=,Kr,/min,0.21
CHEMBL291233,,=,Kr,/min,0.028
CHEMBL385181,,,Kr,,
CHEMBL32778,,=,Kr,/min,0.056
CHEMBL2181432,,=,Kr,/min,0.027
CHEMBL3360486,,=,Kr,/min,0.009
CHEMBL3360487,,=,Kr,/min,0.012
CHEMBL291233,4.05,=,Kd,uM,90.0
CHEMBL385181,4.03,=,Kd,uM,93.0
CHEMBL32778,,,Kd,,
CHEMBL2181432,4.06,=,Kd,uM,88.0
CHEMBL3360486,,=,Kd,uM,143.0
CHEMBL3360487,4.39,=,Kd,uM,41.0
CHEMBL291233,4.50,=,Kd,uM,32.0
CHEMBL385181,4.57,=,Kd,uM,27.0
CHEMBL32778,,,Kd,,
CHEMBL2181432,4.66,=,Kd,uM,22.0
CHEMBL3360486,4.62,=,Kd,uM,24.0
CHEMBL3360487,4.60,=,Kd,uM,25.0
CHEMBL291233,4.18,=,Kd,uM,66.0
CHEMBL385181,,,Kd,,
CHEMBL32778,4.10,=,Kd,uM,79.0
CHEMBL2181432,4.75,=,Kd,uM,18.0
CHEMBL3360486,4.58,=,Kd,uM,26.0
CHEMBL3360487,4.85,=,Kd,uM,14.0
CHEMBL291233,,=,Kr,/mM/min,0.12
CHEMBL385181,,=,Kr,/mM/min,0.52
CHEMBL32778,,,Kr,,
CHEMBL2181432,,=,Kr,/mM/min,0.72
CHEMBL3360486,,=,Kr,/mM/min,0.28
CHEMBL3360487,,=,Kr,/mM/min,0.81
CHEMBL291233,,=,Kr,/mM/min,6.95
CHEMBL385181,,=,Kr,/mM/min,9.3
CHEMBL32778,,,Kr,,
CHEMBL2181432,,=,Kr,/mM/min,10.03
CHEMBL3360486,,=,Kr,/mM/min,5.75
CHEMBL3360487,,=,Kr,/mM/min,8.43
CHEMBL291233,,=,Kr,/mM/min,0.43
CHEMBL385181,,,Kr,,
CHEMBL32778,,=,Kr,/mM/min,0.7
CHEMBL2181432,,=,Kr,/mM/min,1.54
CHEMBL3360486,,=,Kr,/mM/min,0.36
CHEMBL3360487,,=,Kr,/mM/min,0.86
CHEMBL291233,,=,IC50,mM,2.21
CHEMBL385181,,=,IC50,mM,1.36
CHEMBL32778,,=,IC50,mM,2.57
CHEMBL2181432,,=,IC50,mM,0.89
CHEMBL3360486,,=,IC50,mM,0.93
CHEMBL3360487,,=,IC50,mM,0.87
CHEMBL2181432,,=,INH,%,51.0
CHEMBL3360480,,<,INH,%,40.0
CHEMBL3360481,,<,INH,%,40.0
CHEMBL3360482,,<,INH,%,40.0
CHEMBL3360483,,<,INH,%,40.0
CHEMBL3360484,,<,INH,%,40.0
CHEMBL3360485,,<,INH,%,40.0
CHEMBL3360486,,=,INH,%,36.0
