chembl_id_ligand,smiles,activity_type
CHEMBL277817,CCOCc1ccc2c(c1)c1c3c(c4c5cc(COCC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O,Active
CHEMBL290352,CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O,Active
CHEMBL288229,CCSCc1ccc2c(c1)c1c3c(c4c5ccccc5n5c4c1n2[C@@]1(C)O[C@@H]5C[C@]1(O)C(=O)OC)C(=O)NC3,Active
CHEMBL1980995,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Active
CHEMBL1993661,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl,Active
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Active
CHEMBL288817,COCc1ccc2c(c1)c1c3c(c4c5cc(COC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O,Active
CHEMBL475251,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,Active
CHEMBL4777288,CC(C)(C)c1ccc(-c2coc3ccc(-c4cn[nH]c4)nc23)cc1,Inactive
CHEMBL4778153,CC(C)(C)c1ccc(-c2coc3ccc(-c4cn[nH]n4)nc23)cc1,Inactive
CHEMBL296468,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,Inactive
CHEMBL406845,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,Inactive
CHEMBL460990,CC(C)Oc1ccc2c(c1)CCc1c-2c2c(c3c4ccccc4n(CCO)c13)CNC2=O,Inactive
CHEMBL3719135,CC(C)n1nc(-c2cnc(N)c(OC(F)(F)F)c2)cc1[C@@H]1[C@H]2CN(C3COC3)C[C@H]21,Inactive
CHEMBL4069365,CC1(C)OCC(=O)Nc2cc(Nc3nc(NCC(F)(F)F)c4occc4n3)ccc21,Inactive
CHEMBL234085,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,Inactive
CHEMBL29709,CCCCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCCCC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O,Inactive
CHEMBL1990885,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,Inactive
CHEMBL415049,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,Inactive
CHEMBL574738,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,Inactive
