molecule_chembl_id,smiles,relation,value_nM,activity_type
CHEMBL251375,CC(O)c1cc(NCc2cccnc2)n2ncc(Br)c2n1,=,0.5,inactive
CHEMBL401056,Brc1cnn2c(NCc3cccnc3)cc(C3CC3)nc12,=,1.13,inactive
CHEMBL250369,CC(C)c1cc(NCc2cccnc2)n2ncc(Br)c2n1,=,0.42,inactive
CHEMBL398670,CCc1cc(NCc2cccnc2)n2ncc(Br)c2n1,=,0.92,inactive
CHEMBL249141,Cc1cc(NCc2cccnc2)n2ncc(Br)c2n1,=,3.53,inactive
CHEMBL398647,N#CCc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,=,1.1,inactive
CHEMBL399287,CSc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,=,1.8,inactive
CHEMBL249734,C#Cc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,=,9.82,inactive
CHEMBL249531,CCc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,=,2.8,inactive
CHEMBL252520,CC(=O)Oc1cccc2c1[nH]c1c(C3=C/C4=C/C/C=C\CCCCN5CCC3[C@]3(C[C@@H]6/C=C\CCCCN6[C@@H]43)C5)nccc12,=,4.8,inactive
CHEMBL268202,C1=C(c2nccc3c2[nH]c2ccccc23)C2CCN3CCCC/C=C\C/C=C/1[C@@H]1N4CCCC/C=C\[C@H]4C[C@]21C3,=,5.4,inactive
CHEMBL414128,O=C1CCCN2[C@@H](CC1)C[C@]13CN4CCCC/C=C\CC[C@](O)(C=C(c5nccc6c5[nH]c5c(OS(=O)(=O)c7ccc(Br)cc7)cccc56)C1CC4)[C@H]23,=,23.0,inactive
CHEMBL400717,O=C1CCCN2[C@@H](CC1)C[C@]13CN4CCCC/C=C\CC[C@](O)(C=C(c5nccc6c5[nH]c5c(OS(=O)(=O)c7ccc(Cl)cc7)cccc56)C1CC4)[C@H]23,=,7.2,inactive
CHEMBL399696,CC(=O)Nc1nc(C)c(S(=O)(=O)Oc2cccc3c2[nH]c2c(C4=C[C@@]5(O)CC/C=C\CCCCN6CCC4[C@]4(C[C@@H]7CCC(=O)CCCN7[C@@H]54)C6)nccc23)s1,=,8.5,inactive
CHEMBL399493,O=C1CCCN2[C@@H](CC1)C[C@]13CN4CCCC/C=C\CC[C@](O)(C=C(c5nccc6c5[nH]c5ccccc56)C1CC4)[C@H]23,=,25.0,inactive
CHEMBL403562,CCOc1cccc2c3ccnc(C4=C[C@@]5(O)CC/C=C\CCCCN6CCC4[C@]4(C[C@@H]7/C=C\CCCCN7[C@@H]54)C6)c3n(CC)c12,=,10.4,inactive
CHEMBL252672,Oc1ccc2[nH]c3c(C4=C[C@@]5(O)CC/C=C\CCCCN6CCC4[C@]4(C[C@@H]7/C=C\CCCCN7[C@@H]54)C6)nccc3c2c1,=,16.6,inactive
CHEMBL612054,Oc1cccc2c1[nH]c1c(C3=C[C@@]4(O)CC/C=C\CCCCN5CC[C@@H]3[C@]3(CC6/C=C\CCCCN6[C@@H]43)C5)nccc12,=,4.8,inactive
CHEMBL251886,COCCn1cc(-c2ccnc(Nc3ccccc3)n2)c2ccccc21,=,0.32,inactive
CHEMBL251885,COCCn1cc(-c2ccnc(Nc3cccc(OC)c3)n2)c2cccnc21,=,2.2,inactive
CHEMBL403406,COCCn1cc(-c2ccnc(Nc3ccccc3)n2)c2cccnc21,=,1.05,inactive
CHEMBL403405,COc1cccc(Nc2nccc(C3=C(c4ccccc4)NN4C=CC=CC34)n2)c1,=,0.03,active
CHEMBL403404,Cc1ccc(Cl)cc1Nc1nccc(C2=CNN3C=CC=CC23)n1,=,10.6,inactive
CHEMBL270265,CCCC1=C(c2nnc(C)o2)C(c2cccc(C#N)c2Br)c2c[nH]nc2N1,=,0.7,active
CHEMBL408564,O=C(Nc1n[nH]c2nc(-c3ccco3)c(Br)cc12)C1CC1,=,7.0,active
CHEMBL272629,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1cnccn1,=,5.0,active
CHEMBL3085387,CN1CCC(C2=C(C#N)[C@H](c3cccc4nonc34)c3c[nH]nc3N2)CC1,=,2.5,active
CHEMBL270473,Cc1cc(-c2cc(-c3nc4ccc(CN5CCN(C)CC5)cc4[nH]3)c(=O)[nH]n2)cc(C)c1O,=,1.5,active
CHEMBL270046,O=C1NC(=S)S/C1=C\c1ccccc1OS(=O)(=O)c1ccccc1[N+](=O)[O-],=,1.56,inactive
CHEMBL270262,COc1ccc(-c2ccc(/C=C3\SC(=S)NC3=O)o2)c([N+](=O)[O-])c1,=,5.56,inactive
CHEMBL270045,O=C1NC(=S)S/C1=C\c1ccc(O)c([N+](=O)[O-])c1,=,3.97,inactive
CHEMBL346551,O=C1NC(=O)C(c2ccccc2)=C1Nc1ccccc1,=,0.52,inactive
CHEMBL257834,CC(C)(C)CN1CCC(NC(=O)c2csc(NC(=O)c3ccc4cc5n(c4c3)C3(CCC3)CNC5=O)n2)CC1,=,920.0,inactive
CHEMBL403238,CC(=O)Nc1ccc(-c2c(-c3cccnc3)oc3ncnc(N)c23)cc1,=,1628.0,inactive
CHEMBL404507,Nc1ncnc2oc(-c3cccnc3)c(-c3ccc(NS(=O)(=O)c4cccs4)cc3)c12,=,23.0,active
CHEMBL258081,Nc1ncnc2oc(-c3cccnc3)c(-c3ccc(NS(=O)(=O)c4ccccc4)cc3)c12,=,30.0,active
CHEMBL404488,CS(=O)(=O)Nc1ccc(-c2c(-c3cccnc3)oc3ncnc(N)c23)cc1,=,475.0,inactive
CHEMBL258259,Nc1ncnc2oc(-c3cccnc3)c(-c3ccc(NC(=O)c4cccc(F)c4)cc3)c12,=,1585.0,inactive
CHEMBL260138,N#CCCc1ccc2c(c1)-c1[nH]c3ccc([N+](=O)[O-])cc3c1CC(=O)N2,=,800.0,active
CHEMBL413188,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1n1cncc21,=,500.0,inactive
CHEMBL311228,CC(C)n1cnc2/c(=N/c3cccc(Cl)c3)nc(NCCO)[nH]c21,=,30.0,active
CHEMBL258721,CC(C)c1nn(-c2c(Cl)cccc2Cl)c2nc(Cc3ccc(OCCO)cc3)[nH]c(=O)c12,=,754.0,inactive
CHEMBL40493,Nc1c[nH]c2ncc(-c3ccccc3)cc12,=,23000.0,inactive
CHEMBL290147,Nc1noc2ncc(-c3ccccc3)cc12,=,23000.0,inactive
CHEMBL40835,Cn1nc(N)c2cc(-c3ccccc3)cnc21,=,23000.0,inactive
CHEMBL287731,CS(=O)(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,=,3572.0,inactive
CHEMBL428968,Nc1n[nH]c2nccc(-c3ccccc3)c12,=,23000.0,inactive
CHEMBL259925,Nc1n[nH]c2cnc(-c3ccccc3)cc12,=,1260.0,inactive
CHEMBL261439,Nc1n[nH]c2ncc(-c3ccccc3)cc12,=,430.0,inactive
CHEMBL408634,Nc1n[nH]c2nnc(-c3ccccc3)cc12,=,530.0,inactive
CHEMBL261440,O=C(Nc1n[nH]c2cc(-c3cc(F)ccc3F)ccc12)C1CC1,=,1000.0,inactive
CHEMBL260928,O=C(Nc1n[nH]c2cc(-c3ccsc3)ccc12)C1CC1,=,329.0,inactive
CHEMBL260929,O=C(Nc1n[nH]c2cc(-c3ccc[nH]3)ccc12)C1CC1,=,320.0,inactive
CHEMBL261660,O=C(Nc1n[nH]c2cc(-c3cccc(F)c3)ccc12)C1CC1,=,828.0,inactive
CHEMBL407113,NS(=O)(=O)c1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1,=,481.0,inactive
CHEMBL260163,O=C(Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12)C1CC1,=,15.0,active
CHEMBL405021,O=C(Nc1n[nH]c2cc(-c3ccccc3)ccc12)C1CC1,=,498.0,inactive
CHEMBL408732,COc1ccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3n2)cc1,=,23000.0,inactive
CHEMBL407730,CCN1CCN(CCCC(=O)Nc2n[nH]c3nc(-c4cccc(O)c4)ccc23)CC1,=,21.0,active
CHEMBL261129,CN1CCC(C(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)c(Br)cc23)CC1,=,1.0,active
CHEMBL410926,CN1CCC(C(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)ccc23)CC1,=,12.0,active
CHEMBL261882,CN1CCC(C(=O)Nc2n[nH]c3nc(-c4ccccc4)c(Br)cc23)CC1,=,383.0,inactive
CHEMBL407958,O=C(Nc1n[nH]c2nc(-c3ccccc3)c(-c3ccccc3)cc12)C1CC1,=,415.0,inactive
CHEMBL260662,Cc1cc2c(NC(=O)C3CC3)n[nH]c2nc1-c1ccc(O)cc1,=,6.0,active
CHEMBL260664,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(Cl)cc12)C1CC1,=,1.0,active
CHEMBL408979,COc1ccccc1-c1ccc2c(NC(=O)C3CC3)n[nH]c2n1,=,1593.0,inactive
CHEMBL260345,O=C(Nc1n[nH]c2nc(-c3ccc(O)c(O)c3)ccc12)C1CC1,=,8.0,active
CHEMBL260344,O=C(Nc1n[nH]c2nc(-c3ccccc3)ccc12)C1CC1,=,425.0,inactive
CHEMBL261052,CCCC(=O)Nc1n[nH]c2ncc(-c3ccc(-c4ccccc4)cc3)cc12,=,851.0,inactive
CHEMBL261264,CCCC(=O)Nc1n[nH]c2ncc(-c3ccncc3)cc12,=,443.0,inactive
CHEMBL407002,CCCC(=O)Nc1n[nH]c2ncc(-c3cccnc3)cc12,=,11.0,active
CHEMBL407003,CCCC(=O)Nc1n[nH]c2ncc(-c3ccccc3Cl)cc12,=,27.0,active
CHEMBL264161,CCCC(=O)Nc1n[nH]c2ncc(-c3cccc(F)c3F)cc12,=,7.0,active
CHEMBL263907,CCCC(=O)Nc1n[nH]c2ncc(-c3cccc(F)c3)cc12,=,20.0,active
CHEMBL407373,CCCC(=O)Nc1n[nH]c2ncc(-c3ccccc3F)cc12,=,18.0,active
CHEMBL407374,CCCC(=O)Nc1n[nH]c2ncccc12,=,2343.0,inactive
CHEMBL264162,CCCC(=O)Nc1n[nH]c2ncc(B3OC(C)(C)C(C)(C)O3)cc12,=,356.0,inactive
CHEMBL408809,CCNC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,=,2810.0,inactive
CHEMBL258483,O=C(Nc1n[nH]c2ncc(-c3ccccc3)cc12)C1CCCC1,=,5.0,active
CHEMBL261596,CC(C)C(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,=,19.0,active
CHEMBL317657,O=C(Nc1n[nH]c2nc(-c3ccco3)c(Br)cc12)C1CCN(Cc2ccccc2)C1,=,14.0,active
CHEMBL260680,CN1CCC(CC(=O)Nc2n[nH]c3nc(-c4cccs4)c(Br)cc23)CC1,=,18.0,active
CHEMBL406644,O=C(Nc1n[nH]c2nc(-c3nccs3)c(Br)cc12)C1CCCC1,=,16.0,active
CHEMBL407980,O=C(Nc1n[nH]c2nc(-c3cccs3)c(Br)cc12)C1CCCC1,=,7.0,active
CHEMBL407981,CCN1CCN(CCCC(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)c(Br)cc23)CC1,=,4.0,active
CHEMBL427909,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(-c3ccccc3)cc12)C1CC1,=,24.0,active
CHEMBL259838,O=C(Nc1n[nH]c2nc(-c3ccc(O)c(Cl)c3)ccc12)C1CC1,=,7.0,active
CHEMBL260416,O=C(Nc1n[nH]c2nc(-c3ccc(O)c(Br)c3)ccc12)C1CC1,=,5.0,active
CHEMBL405145,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)ccc12)C1CC1,=,8.0,active
CHEMBL260417,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(Br)cc12)C1CC1,=,0.8,active
CHEMBL259271,CCN1CCN(CCCCC(=O)Nc2n[nH]c3nnc(-c4ccccc4)cc23)CC1,=,5.0,active
CHEMBL406125,CN1CCC(C(=O)Nc2n[nH]c3nnc(-c4ccccc4)cc23)CC1,=,9.0,active
CHEMBL261518,O=C(CCCN1CCOCC1)Nc1n[nH]c2nnc(-c3ccccc3)cc12,=,5.0,active
CHEMBL409738,CCN1CCN(CCCC(=O)Nc2n[nH]c3nnc(-c4ccccc4)cc23)CC1,=,7.0,active
CHEMBL261441,O=C(CCCN1CCCC1)Nc1n[nH]c2nnc(-c3ccccc3)cc12,=,11.0,active
CHEMBL259744,CN(C)CCCC(=O)Nc1n[nH]c2nnc(-c3ccccc3)cc12,=,22.0,active
CHEMBL261127,CCCC(=O)Nc1n[nH]c2nnc(-c3ccccc3)c(-c3ccccc3)c12,=,691.0,inactive
CHEMBL261661,CCCC(=O)Nc1n[nH]c2cnc(-c3ccccc3)nc12,=,2697.0,inactive
CHEMBL261549,CCCC(=O)Nc1n[nH]c2cnc(-c3ccccc3)cc12,=,7.0,active
CHEMBL347580,COc1ccc(C2=C(N3CCc4ccccc43)C(=O)NC2=O)cc1,=,694.0,inactive
CHEMBL156524,O=C1NC(=O)C(N2CCc3ccccc32)=C1c1ccc(Cl)cc1,=,1412.0,inactive
CHEMBL346107,O=C1NC(=O)C(N2CCc3ccccc32)=C1c1cccc(Cl)c1,=,460.0,inactive
CHEMBL155967,O=C1NC(=O)C(N2CCc3ccccc32)=C1c1ccccc1Cl,=,337.0,inactive
CHEMBL435045,CN(C1=C(c2ccc(Cl)cc2)C(=O)NC1=O)c1ccccc1,=,2285.0,inactive
CHEMBL156801,CN(C1=C(c2cccc([N+](=O)[O-])c2)C(=O)NC1=O)c1ccccc1,=,1398.0,inactive
CHEMBL351334,CN(C1=C(c2ccccc2)C(=O)NC1=O)c1ccccc1,=,2613.0,inactive
CHEMBL158835,CSc1ccc(NC2=C(c3ccc([N+](=O)[O-])cc3)C(=O)NC2=O)cc1,=,392.0,inactive
CHEMBL160829,COc1ccc(C2=C(Nc3cccc(O)c3)C(=O)NC2=O)cc1,=,481.0,inactive
CHEMBL156807,COc1ccc(C2=C(Nc3ccccc3)C(=O)NC2=O)cc1,=,390.0,inactive
CHEMBL351342,CSc1ccc(NC2=C(c3ccc(Cl)cc3)C(=O)NC2=O)cc1,=,529.0,inactive
CHEMBL156808,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1ccc(O)cc1,=,317.0,inactive
CHEMBL347419,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1cccc(O)c1,=,407.0,inactive
CHEMBL160938,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1cccc(Cl)c1,=,447.0,inactive
CHEMBL160968,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1ccccc1,=,514.0,inactive
CHEMBL156379,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1ccc(Cl)c(C(=O)O)c1,=,26.0,active
CHEMBL352222,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cc(Cl)c(O)c(Cl)c1,=,20.0,active
CHEMBL160373,COc1cccc(C2=C(Nc3cccc(O)c3)C(=O)NC2=O)c1,=,472.0,inactive
CHEMBL160743,CSc1ccc(NC2=C(c3cccc(Cl)c3)C(=O)NC2=O)cc1,=,532.0,inactive
CHEMBL351801,O=C1NC(=O)C(c2cccc(Cl)c2)=C1Nc1cccc(O)c1,=,1478.0,inactive
CHEMBL160586,O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(Cl)c(C(=O)O)c1,=,28.0,active
CHEMBL160937,O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1cccc(O)c1,=,374.0,inactive
CHEMBL434484,CSc1ccc(NC2=C(c3ccccc3)C(=O)NC2=O)cc1,=,404.0,inactive
CHEMBL350435,O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(O)c1,=,704.0,inactive
CHEMBL351356,O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(Cl)c1,=,301.0,inactive
CHEMBL259141,NC1CCN(c2ncnc3[nH]ccc23)CC1,=,15.0,inactive
CHEMBL261249,NCC1CCN(c2ncnc3[nH]ccc23)CC1,=,11.0,inactive
CHEMBL259998,NC1(c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,=,0.6,inactive
CHEMBL409503,NCC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]cnc23)CC1,=,1.7,inactive
CHEMBL260463,NCC1(c2ccc(Cl)cc2)CCN(c2ccnc3[nH]ccc23)CC1,=,1.4,inactive
CHEMBL406863,NCC1(c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,=,0.5,inactive
CHEMBL260358,NCC1(c2ccc(Cl)cc2)CCN(c2ncnc3[nH]cnc23)CC1,=,1.3,inactive
CHEMBL263664,NC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,=,0.66,inactive
CHEMBL260000,NCC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,=,0.45,inactive
CHEMBL260577,NC(c1ccc(Cl)cc1)C1CCN(c2ccnc3[nH]ccc23)CC1,=,0.59,inactive
CHEMBL405384,NC(c1ccc(Cl)cc1)C1CCN(c2ncnc3[nH]ccc23)CC1,=,0.59,inactive
CHEMBL104264,O=S(=O)(NCCNC/C=C/c1ccc(Br)cc1)c1cccc2cnccc12,=,15.0,inactive
CHEMBL98350,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,=,8.1,inactive
CHEMBL427726,Cc1ccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)cc1C,=,0.35,inactive
CHEMBL257821,O=C(NCCCN1CCN(c2ccccc2)CC1)c1nc(-c2ccncc2)no1,=,5.0,inactive
CHEMBL256367,O=C(NCCCN1CCN(c2cccc(Cl)c2)CC1)c1nc(-c2ccncc2)no1,=,4.0,inactive
CHEMBL428252,Cc1cccc(N2CCN(CCCNC(=O)c3nc(-c4ccncc4)no3)CC2C)c1,=,1.13,inactive
CHEMBL257979,Cc1ccc(N2CCN(CCCNC(=O)c3nc(-c4cncnc4)no3)CC2)cc1C,=,3.5,inactive
CHEMBL257980,Cc1ccc(Cl)cc1N1CCN(CCCNC(=O)c2nc(-c3cncnc3)no2)CC1,=,3.48,inactive
CHEMBL256559,Cc1ccc(C)c(N2CCN(CCCNC(=O)c3nc(-c4cncnc4)no3)CC2)c1,=,3.38,inactive
CHEMBL403640,Cc1ccc(N2CCN(CCCNC(=O)c3nc(-c4cncnc4)no3)CC2)c(C)c1,=,3.0,inactive
CHEMBL257823,O=C(NCCCN1CCN(c2ccccc2F)CC1)c1nc(-c2cncnc2)no1,=,2.99,inactive
CHEMBL258029,Cc1cccc(N2CCN(CCCNC(=O)c3nc(-c4cncnc4)no3)C(C)C2)c1,=,2.61,inactive
CHEMBL402324,Cc1ccc(Cl)cc1N1CCN(CCCNC(=O)c2nc(-c3cccnc3)no2)CC1,=,2.0,inactive
CHEMBL402325,O=C(NCCCN1CCN(c2ccccc2F)CC1)c1nc(-c2cccnc2)no1,=,1.48,inactive
CHEMBL255284,Cc1ccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)c(C)c1,=,1.43,inactive
CHEMBL254794,Cc1ccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)cc1,=,1.33,inactive
CHEMBL255915,Cc1cccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)c1,=,1.06,inactive
CHEMBL254758,Cc1cc(C)cc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)c1,=,0.9,inactive
CHEMBL401654,O=C(NCCCN1CCN(c2cccc(Cl)c2)CC1)c1nc(-c2cccnc2)no1,=,0.89,inactive
CHEMBL254961,Cc1ccc(C)c(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)c1,=,0.86,inactive
CHEMBL403309,O=C(NCCCN1CCN(c2ccccc2)CC1)c1nc(-c2cccnc2)no1,=,0.86,inactive
CHEMBL257993,Cc1cccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2C)c1,=,0.71,inactive
CHEMBL257992,Cc1ccccc1N1CCN(CCCNC(=O)c2nc(-c3cccnc3)no2)CC1,=,0.71,inactive
CHEMBL254582,Cc1cccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)C(C)C2)c1,=,0.69,inactive
CHEMBL253532,Cc1cccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)c1C,=,0.63,inactive
CHEMBL402228,COc1ccccc1N1CCN(CCCNC(=O)c2nc(-c3cccnc3)no2)CC1,=,0.41,inactive
CHEMBL404689,CC(C)(C)n1c(=O)n(-c2ccccc2)c2nc(Nc3ccccc3)ncc21,=,2.4,inactive
CHEMBL257562,O=C(O)c1ccc(Nc2ncc3[nH]c(=O)n(-c4ccccc4)c3n2)cc1,=,4.0,inactive
CHEMBL256139,Cn1c(=O)n(-c2ccccc2)c2nc(Nc3ccccc3)ncc21,=,1.7,inactive
CHEMBL403948,CC(C)n1c(=O)n(-c2ccccc2)c2nc(Nc3ccccc3)ncc21,=,2.9,inactive
CHEMBL403856,O=C1CN(c2ccccc2)c2nc(Nc3ccc(C(=O)O)cc3)ncc2N1,=,3.5,inactive
CHEMBL253533,COc1nn(-c2ccccc2)c2nc(Nc3ccc(C(=O)O)cc3)ncc12,=,0.76,inactive
CHEMBL401918,Cn1c(=O)c2cnc(Nc3ccc(C(=O)O)cc3)nc2n1-c1ccccc1,=,0.96,inactive
CHEMBL256307,O=C(O)c1ccc(Nc2ncc(F)c(Nc3ccccc3)n2)cc1,=,4.17,inactive
CHEMBL256306,O=C(O)c1ccc(Nc2ncc(C(F)(F)F)c(Nc3ccccc3)n2)cc1,=,0.49,inactive
CHEMBL428596,O=C(O)c1ccc(Nc2ncc(C3C=NN=N3)c(Nc3ccccc3)n2)cc1,=,1.17,inactive
CHEMBL256987,O=C(O)c1ccc(Nc2ncc(-c3ccncc3)c(Nc3ccccc3)n2)cc1,=,0.54,inactive
CHEMBL404687,O=C(O)c1ccc(Nc2ncc(Br)c(Nc3ccccc3)n2)cc1,=,3.2,inactive
CHEMBL254155,OC12CC3CC(C1)CC(n1nnc4cnc(N[C@H]5CC[C@H](O)CC5)nc41)(C3)C2,=,744.0,inactive
CHEMBL253748,O=C(O)c1ccc(Nc2ncc([N+](=O)[O-])c(NC34CC5CC(CC(C5)C3)C4)n2)cc1,=,26.0,active
CHEMBL253956,O=C1OC(Nc2ncc3nnn(-c4ccccc4)c3n2)c2ccccc21,=,23.0,active
CHEMBL404242,COC(=O)COc1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,=,477.0,inactive
CHEMBL402541,O=C(O)COc1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,=,13.0,active
CHEMBL255735,O=C(O)/C=C\c1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,=,7.0,active
CHEMBL404565,O=C(O)CCc1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,=,24.0,active
CHEMBL256518,c1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,=,628.0,inactive
CHEMBL256366,O=[N+]([O-])c1cnc(Nc2ccccc2)nc1Nc1ccccc1,=,2800.0,inactive
CHEMBL402902,O=C(O)c1ccc(Nc2ncc([N+](=O)[O-])c(NC34CC5CC(CC(O)(C5)C3)C4)n2)cc1,=,3.0,active
CHEMBL495727,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,=,1.0,active
CHEMBL525194,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,=,1.6,inactive
CHEMBL523747,COc1ccc2c(-c3ccnc(NC4CC4)n3)cnn2n1,=,25.0,inactive
CHEMBL496778,c1cc(-c2cnn3nc(NC4CCCC4)ccc23)nc(NC2CC2)n1,=,25.0,inactive
CHEMBL496779,C=Cc1ccc2c(-c3ccnc(NC4CC4)n3)cnn2n1,=,3.2,inactive
CHEMBL495771,c1cc(-c2cnn3nc(N4CCOCC4)ccc23)nc(NC2CC2)n1,=,25.0,inactive
CHEMBL497196,c1cc(-c2cnn3nc(N4CCCC4)ccc23)nc(NC2CC2)n1,=,25.0,inactive
CHEMBL497398,Oc1ccc2c(-c3ccnc(NC4CC4)n3)cnn2n1,=,25.0,inactive
CHEMBL445757,CC(C)Oc1ccc2c(-c3ccnc(NC4CC4)n3)cnn2n1,=,25.0,inactive
CHEMBL513330,Clc1ccc(CNc2nccc(-c3cnn4ncccc34)n2)cc1,=,10.0,inactive
CHEMBL524901,c1cnn2ncc(-c3ccnc(NCCCN4CCOCC4)n3)c2c1,=,32.0,inactive
CHEMBL468963,CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2C(F)(F)F)CC1,=,0.016,active
CHEMBL188938,O=[N+]([O-])c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,=,0.005,active
CHEMBL526110,O=[N+]([O-])c1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,=,0.002,active
CHEMBL359794,N#Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,=,0.005,active
CHEMBL495696,N#Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,=,0.01,active
CHEMBL497564,c1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(-c2cocn2)c1,=,0.008,active
CHEMBL523735,NC(=O)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,=,0.02,active
CHEMBL359963,CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,=,0.016,active
CHEMBL495751,CCN(CC)CCNC(=O)c1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,=,0.02,active
CHEMBL496162,CC(C)Oc1ccc2c(-c3ccnc(Nc4ccc(N5CCN(C)CC5)cc4)n3)cnn2n1,=,0.85,inactive
CHEMBL521871,CN(C)CC(O)COc1ccc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)cc1,=,0.69,inactive
CHEMBL485745,Fc1ccc(-c2nn3ccccc3c2-c2ccncc2)cc1,=,2.2,inactive
CHEMBL477038,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(F)ccc21,=,0.35,active
CHEMBL516261,COCc1ccc2c(C3=C(c4cn(C)c5ccc(F)cc45)C(=O)NC3=O)coc2c1,=,23.8,active
CHEMBL489210,Cn1cc(C2=C(c3coc4cc(O)ccc34)C(=O)NC2=O)c2cc(F)ccc21,=,3.5,active
CHEMBL522590,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21,=,0.95,active
CHEMBL521774,COc1ccc2c(C3=C(c4cn(C)c5cc(Cl)c(F)cc45)C(=O)NC3=O)coc2c1,=,870.0,inactive
CHEMBL490639,Cn1cc(C2=C(c3coc4cc(OCC5CC5)ccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21,=,1290.0,inactive
CHEMBL489413,Cn1cc(C2=C(c3coc4cc(OCC5CCC5)ccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21,=,4090.0,inactive
CHEMBL489421,COc1cccc2c(C3=C(c4cn(C)c5cc(-c6ccc(Cl)cc6)c(F)cc45)C(=O)NC3=O)coc12,=,7160.0,inactive
CHEMBL489422,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(Br)ccc21,=,7.0,active
CHEMBL505673,COc1cccc2c(C3=C(c4cn(C)c5ccc(Br)cc45)C(=O)NC3=O)coc12,=,7.5,active
