molecule_chembl_id,smiles,MW,HBA,HBD,LogP,activity_type
CHEMBL1084692,Cc1ccc(-c2ccc3c(NC(=O)CCC(=O)O)n[nH]c3c2)cc1,323.126991404,3,3,3.3416200000000007,inactive
CHEMBL1084693,N#Cc1ccc(-c2ccc3c(NC(=O)CCC(=O)O)n[nH]c3c2)cc1,334.106590308,4,3,2.9048800000000004,inactive
CHEMBL1083528,CCCC(=O)Nc1n[nH]c2cc(-c3ccc4c(c3)COO4)ccc12,323.126991404,4,2,3.7925000000000013,inactive
CHEMBL1086427,CCCC(=O)Nc1n[nH]c2c(F)c(Cl)c(-c3ccccc3)cc12,331.088768,2,2,4.761000000000003,active
CHEMBL1097003,CCCC(=O)Nc1n[nH]c2c(Cl)c(Cl)c(-c3ccccc3)cc12,347.05921746,2,2,5.275300000000003,active
CHEMBL1080932,Cn1cc(C2=C(N3CCOCC3)C(=O)NC2=O)c2ccccc21,311.126991404,5,1,0.8779999999999997,inactive
CHEMBL1081261,Cn1cc(C2=C(N(C(=O)OC(C)(C)C)c3ccccc3)C(=O)NC2=O)c2ccccc21,417.168856216,5,1,3.9875000000000025,inactive
CHEMBL1081260,Cn1cc(C2=C(Oc3ccccc3)C(=O)NC2=O)c2ccccc21,318.100442308,4,1,2.6248000000000005,inactive
CHEMBL1086734,Cn1cc(C2=C(Nc3ccccc3)C(=O)NC2=O)c2ccccc21,317.11642672,4,2,2.6579000000000006,inactive
CHEMBL1086733,Cn1cc(C2=C(Sc3ccccc3)C(=O)NC2=O)c2ccccc21,334.077598688,4,1,3.3381000000000007,inactive
CHEMBL1082153,Cn1cc(C2=C(c3cccc(NCC(O)CO)c3)C(=O)NC2=O)c2cc(Cl)ccc21,425.11423379999997,6,4,2.1639999999999997,active
CHEMBL1082152,Cn1cc(C2=C(c3cccc(NCC(O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21,409.14378433999997,6,4,1.6496999999999997,active
CHEMBL1082151,Cn1cc(C2=C(c3cccc(NCCCO)c3)C(=O)NC2=O)c2ccccc21,375.15829153199996,5,3,2.5398000000000005,active
CHEMBL1081973,Cn1cc(C2=C(c3cccc(CC(O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21,394.132885308,5,3,1.7802999999999995,active
CHEMBL1081972,Cn1cc(C2=C(c3cccc(C[C@H](O)CO)c3)C(=O)NC2=O)c2ccccc21,376.14230712,5,3,1.6411999999999998,active
CHEMBL1081294,Cn1cc(C2=C(c3cccc(C[C@@H](O)CO)c3)C(=O)NC2=O)c2ccccc21,376.14230712,5,3,1.6411999999999998,active
CHEMBL1081293,COc1cccc(C2=C(c3cn(C)c4cccc(OC)c34)C(=O)NC2=O)c1,362.126657056,5,1,2.7626999999999997,inactive
CHEMBL1081617,COc1cccc(C2=C(c3cn(C)c4ccc(Cl)cc34)C(=O)NC2=O)c1,366.07712002,4,1,3.4075000000000006,active
CHEMBL1086732,Cn1cc(C2=C(c3ccc(-c4ccccc4)cc3)C(=O)NC2=O)c2ccccc21,378.136827816,3,1,4.412500000000003,inactive
CHEMBL53745,Cn1cc(C2=C(c3cccs3)C(=O)NC2=O)c2ccccc21,308.061948624,4,1,2.8070000000000004,active
CHEMBL1087243,COc1ccc(OC)c(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c1,362.126657056,5,1,2.7626999999999997,active
CHEMBL1087242,COc1ccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)cc1OC,362.12665705599994,5,1,2.7626999999999997,active
CHEMBL1088149,COc1ccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c(OC)c1,362.12665705599994,5,1,2.7626999999999997,active
CHEMBL54547,Cn1cc(C2=C(c3cccc(N)c3)C(=O)NC2=O)c2ccccc21,317.11642672,4,2,2.3277,active
CHEMBL431933,Cn1cc(C2=C(c3ccccc3Cl)C(=O)NC2=O)c2ccccc21,336.066555336,3,1,3.398900000000002,active
CHEMBL1087499,CN(C)c1nc2ccc1CCCN1C=C(C3=C(C(=O)NC3=O)c3cn(c4ccccc34)CCC2)N2C=CC=CC12,532.2586742640001,7,1,3.959900000000003,active
CHEMBL26501,CN(C)C[C@H]1CCn2c(c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)C1,452.221226136,5,1,3.824200000000003,active
CHEMBL1088724,Cn1cc(C2=C(c3c4n(c5ccccc35)CCN(C(N)=S)C4)C(=O)NC2=O)c2ccccc21,455.141595912,5,2,2.7594000000000003,active
CHEMBL1092754,Cn1cc(/C=C2\Oc3cccc(O)c3C2=O)c2c(-c3ccc(C(=O)NCCO)cc3)ccnc21,455.148120772,7,3,3.284200000000002,active
CHEMBL1077218,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccoc3)cc12,303.077454368,3,2,4.214900000000002,active
CHEMBL1082237,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,295.132076784,3,3,3.674100000000001,inactive
CHEMBL1086174,CCCC(=O)Nc1n[nH]c2cc(-c3ccccc3)ccc12,279.137162164,2,2,3.9685000000000024,inactive
CHEMBL1095038,CCCC(=O)Nc1n[nH]c2cc(-c3cc(F)cc(F)c3)ccc12,315.11831854,2,2,4.246700000000002,inactive
CHEMBL1085918,CCCC(=O)Nc1n[nH]c2cc(-c3cccnc3)ccc12,280.132411132,3,2,3.363500000000001,inactive
CHEMBL1095624,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CCN)cc21,355.17567291200004,9,3,0.7070000000000001,inactive
CHEMBL1098241,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CN)cc21,341.16002284800004,9,3,0.6644999999999996,inactive
CHEMBL1097974,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CCCN)cc21,369.19132297600004,9,3,1.0971000000000002,inactive
CHEMBL1098316,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CNC)cc21,355.17567291200004,9,3,0.9251999999999998,inactive
CHEMBL1099290,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CN(C)C)cc21,369.19132297600004,9,2,1.2673999999999999,inactive
CHEMBL1096291,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCN)cc21,371.170587532,10,3,0.5433000000000004,inactive
CHEMBL1096290,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CN3CCCC3)cc21,395.20697304000004,9,2,1.8015999999999999,inactive
CHEMBL1096636,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCCCN)cc21,399.20188766,10,3,1.3235000000000001,inactive
CHEMBL1096292,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCCN)cc21,385.186237596,10,3,0.9334000000000005,inactive
CHEMBL1098943,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCNC)cc21,385.186237596,10,3,0.8040000000000002,inactive
CHEMBL1098944,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](C)N)cc21,385.186237596,10,3,0.9318000000000006,inactive
CHEMBL1099281,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](C)N)cc21,385.186237596,10,3,0.9318000000000006,inactive
CHEMBL1096634,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](N)c3ccccc3)cc21,447.20188766,10,3,2.2846,inactive
CHEMBL1096626,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](N)c3ccccc3)cc21,447.20188766,10,3,2.2846,inactive
CHEMBL1098939,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](N)Cc3ccccc3)cc21,461.217537724,10,3,2.1546000000000003,inactive
CHEMBL1099298,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@H](CCN)c3ccccc3)cc21,461.217537724,10,3,2.6747000000000005,inactive
CHEMBL1164177,Cn1cncc1CNC(=O)c1ccc2cc(-c3n[nH]cc3-c3ccccc3)[nH]c2c1,396.16985926,4,3,3.8885000000000023,inactive
CHEMBL1164262,Cn1nccc1CNC(=O)c1ccc2cc(-c3n[nH]cc3-c3ccccc3)[nH]c2c1,396.16985926,4,3,3.8885000000000023,inactive
CHEMBL1164264,Cc1oncc1CNC(=O)c1ccc2cc(-c3n[nH]cc3-c3ccccc3)[nH]c2c1,397.15387484800004,4,3,4.451420000000002,inactive
CHEMBL1164353,CC(C)CN(C)C(=O)c1ccc2cc(-c3n[nH]cc3-c3ccccc3)[nH]c2c1,372.195011388,2,2,4.953000000000004,inactive
CHEMBL1170317,c1ccc(-c2cnc3cnc(-c4ccncc4)cn23)cc1,272.106196384,4,0,3.4583000000000013,inactive
CHEMBL1170126,c1ccc2c(-c3cnc4cnc(-c5cn[nH]c5)cn34)c[nH]c2c1,300.112344384,4,2,3.2676999999999996,inactive
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,466.200490692,6,2,4.354000000000003,active
CHEMBL1210476,CCCCC(=O)Nc1ncnc2[nH]c(-c3cccc(C#N)c3)nc12,320.138559132,5,2,3.0202800000000005,inactive
CHEMBL1210405,N#Cc1cccc(-c2nc3c(NC(=O)C4CC4)ncnc3[nH]2)c1,304.107259004,5,2,2.24008,inactive
CHEMBL1210310,O=C(Nc1ncnc2[nH]c(-c3cccc(Cl)c3)nc12)C1CC1,313.073037684,4,2,3.0218000000000007,inactive
CHEMBL1210236,N#Cc1cccc(-c2nc3c(Nc4ccccc4)ncnc3[nH]2)c1,312.11234438400004,5,2,3.635180000000002,active
CHEMBL1210175,c1ccc(Nc2ncnc3[nH]c(-c4ccccc4)nc23)cc1,287.117095416,4,2,3.7635000000000014,active
CHEMBL126077,O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12,277.085126592,3,3,4.4197000000000015,active
CHEMBL1080901,Nc1nc(NCCNc2ncc(-c3ncc[nH]3)c(-c3ccc(Cl)cc3Cl)n2)ccc1[N+](=O)[O-],485.08822614400003,9,4,4.249900000000001,active
CHEMBL405759,Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,318.11167568800005,5,3,3.705000000000002,active
CHEMBL306865,COc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,345.13380810000007,8,1,2.6651000000000007,active
CHEMBL1272116,CC(C)c1n[nH]c(Cl)c1-c1ccnc(Nc2ccc(N3CCC(N(C)C)CC3)cn2)n1,440.2203706080001,7,2,4.312500000000003,inactive
CHEMBL1270230,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,279.112010036,4,3,1.8197999999999999,inactive
CHEMBL1630431,O=C1NC(=O)/C(=C/c2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)N1,400.14230712,4,2,4.024900000000002,inactive
CHEMBL1630434,Oc1ccc(Nc2ncnc3[nH]cnc23)cc1CN(CCCl)CCCl,380.09191455599995,6,3,3.0817000000000014,active
CHEMBL1630436,CSc1nc(N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(Cl)c(=O)[nH]1,353.044833912,9,6,-1.643000000000001,inactive
CHEMBL1630438,COc1ccc(-c2c3c(nc4nc(SCCc5ccccc5)nc(N)c24)CCCC3)cc1OC,472.193297136,7,1,5.504800000000005,inactive
CHEMBL1630448,COc1ccc(/C=C2\SC(=O)NC2=O)cc1S(=O)(=O)O,314.98712900799995,6,2,1.2658,inactive
CHEMBL1630449,COC(=O)C(=O)c1c(C(=O)OC)nc2n[nH]c(=N)n2c1-c1ccc(O)c(OC)c1,401.09714782,11,3,0.060369999999999924,inactive
CHEMBL1630451,COc1ccc(-c2cc(-c3ccc(F)cc3)[nH]c(=O)c2O)cc1,311.095771528,3,2,3.5622000000000016,inactive
CHEMBL1630452,Cc1ccc(Nc2nnc(-c3ccc([N+](=O)[O-])cc3)o2)cc1Cl,330.051967892,6,1,4.350220000000002,active
CHEMBL1630453,COc1cc(/C=C2\NC(=O)NC2=O)ccc1OCC(=O)C1CCOCC1,360.13213635999995,6,2,1.2499999999999996,inactive
CHEMBL1630455,COc1ccc(CCN2COc3c([C@@H](C)CCC=C(C)C)ccc(C)c3C2)cc1OC,423.277344044,4,0,6.256720000000007,inactive
CHEMBL1630458,O=C1NC(=O)/C(=C/c2ccc(/C=C3/NC(=O)NC3=O)cc2)N1,298.07020480000006,4,4,0.0471999999999998,inactive
CHEMBL1630460,c1ccc(Nc2nnc(-c3ccccc3)o2)cc1,237.090211972,4,1,3.4802000000000017,inactive
CHEMBL1630462,FC(F)(F)c1ccc(-c2nnc(Nc3ccccc3)o2)cc1,305.0775966,4,1,4.499000000000002,inactive
CHEMBL1630464,CS(=O)(=O)c1ccc(-c2nnc(Nc3ccccc3)o2)cc1,315.067762276,6,1,2.883700000000001,inactive
CHEMBL1630474,CSc1ccc(-c2nnc(Nc3ccc(Cl)cc3)o2)cc1,317.03896068399996,5,1,4.855500000000002,inactive
CHEMBL1630475,CS(=O)(=O)c1ccc(-c2nnc(Nc3ccc(Cl)cc3)o2)cc1,349.02878992399997,6,1,3.5371000000000015,inactive
CHEMBL1630477,N#Cc1ccc(-c2nnc(Nc3ccc(Cl)cc3)o2)cc1,296.046488588,5,1,4.005280000000002,inactive
CHEMBL1630478,O=[N+]([O-])c1ccc(-c2nnc(Nc3ccc(Cl)cc3)o2)cc1,316.036317828,6,1,4.041800000000001,inactive
CHEMBL1630482,COc1ccc(Nc2nnc(-c3ccc(Cl)cc3)o2)cc1,301.06180430399996,5,1,4.1422000000000025,inactive
CHEMBL1630484,COc1ccc(Nc2nnc(-c3ccc(C)cc3)o2)cc1,281.11642672,5,1,3.797220000000002,inactive
CHEMBL1630486,COc1ccc(Nc2nnc(-c3ccc(S(C)(=O)=O)cc3)o2)cc1,345.07832695999997,7,1,2.8923000000000014,inactive
CHEMBL1630487,COc1ccc(Nc2nnc(-c3ccc(C#N)cc3)o2)cc1,292.096025624,6,1,3.3604800000000017,active
CHEMBL1630488,COc1ccc(Nc2nnc(-c3ccc([N+](=O)[O-])cc3)o2)cc1,312.08585486399994,7,1,3.397000000000001,active
CHEMBL1630489,COc1ccc(Nc2nnc(-c3ccc(OC)cc3)o2)cc1,297.11134134,6,1,3.4974000000000016,inactive
CHEMBL1630490,O=[N+]([O-])c1ccc(Nc2nnc(-c3ccc([N+](=O)[O-])cc3)o2)cc1,327.060368388,8,1,3.2966000000000015,inactive
CHEMBL1650951,CC(C)(O)C(=O)N1CCN(c2ccc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2)CC1,526.18278994,5,3,3.173400000000001,active
CHEMBL1669585,O=C1OCC(Cc2ccc(O)cc2)=C1c1ccc(O)cc1,282.089208928,4,2,2.650900000000001,inactive
CHEMBL1669586,O=C1OCC(Cc2ccc(O)c(O)c2)=C1c1ccc(O)cc1,298.084123548,5,3,2.3565000000000014,inactive
CHEMBL1669587,O=C1OCC(Cc2ccc(O)cc2)=C1c1cc(O)cc(O)c1,298.084123548,5,3,2.3565000000000005,inactive
CHEMBL1669588,O=C1OCC(Cc2ccc(O)c(O)c2)=C1c1cc(O)cc(O)c1,314.079038168,6,4,2.062100000000001,inactive
CHEMBL1668411,COc1cc(O)c2c(c1)/C=C/C[C@@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,362.136553044,7,3,1.6001999999999996,inactive
CHEMBL501724,Cc1cc(-c2cc(-c3ccccc3)[nH]c(=O)n2)ccc1O,278.105527688,3,2,3.117920000000002,active
CHEMBL1682842,COc1ccccc1CCNc1cc(-c2ccncn2)cc(=O)n1C,336.15862588,6,1,2.5054999999999996,active
CHEMBL1682850,Cn1c(N2CCC(O)(c3ccccc3)CC2)cc(-c2ccncn2)cc1=O,362.174275944,6,1,2.3303000000000003,active
CHEMBL1682851,COc1ccccc1[C@H]1CN(c2cc(-c3ccncn3)cc(=O)n2C)CCO1,378.16919056399996,7,0,2.4288,active
CHEMBL1682838,CCN(CC)c1cc(-c2ccncn2)cc(=O)n1C,258.148061196,5,0,1.6885000000000001,inactive
CHEMBL1682847,COc1ccccc1CCN(C)c1cc(-c2ccncn2)cc(=O)n1C,350.174275944,6,0,2.5298,inactive
CHEMBL1682848,COc1ccccc1C1CCCN(c2cc(-c3ccncn3)cc(=O)n2C)C1,376.189926008,6,0,3.2349000000000014,inactive
CHEMBL1682849,COc1ccccc1C1CCN(c2cc(-c3ccncn3)cc(=O)n2C)CC1,376.189926008,6,0,3.2349000000000014,inactive
CHEMBL1682852,COc1ccccc1[C@@H]1CN(c2cc(-c3ccncn3)cc(=O)n2C)CCO1,378.16919056399996,7,0,2.4288,inactive
CHEMBL1682853,Cn1c(N2CCCC(c3ccccc3)C2)cc(-c2ccncn2)cc1=O,346.179361324,5,0,3.226300000000001,inactive
CHEMBL1448,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,325.986112096,4,2,3.859500000000001,inactive
CHEMBL1801611,O=C(CI)c1ccc(Br)cc1,323.864674912,1,0,3.0668000000000015,inactive
CHEMBL1801612,O=C(CN1C(=O)c2ccccc2C1=O)c1ccc(Br)cc1,342.98440528,3,0,2.9280000000000017,inactive
CHEMBL1801613,Cl.NCC(=O)c1ccc(Br)cc1,248.955603688,2,1,2.0122999999999998,inactive
CHEMBL1801620,CO/N=C(\CBr)c1ccc(Br)cc1,304.90508810800003,2,0,3.1945000000000014,inactive
CHEMBL1801622,N#Cc1ccc(C(=O)CBr)cc1,222.963275912,2,0,2.1358800000000002,inactive
CHEMBL1801623,N#Cc1ccc(C(=O)C(Br)Br)cc1,300.87378798000003,2,0,2.856880000000001,inactive
CHEMBL105348,O=C(CBr)c1ccc(C(F)(F)F)cc1,265.955411572,1,0,3.2830000000000013,inactive
CHEMBL1800091,O=C(c1ccc(C(F)(F)F)cc1)C(Br)Br,343.86592364,1,0,4.0040000000000004,inactive
CHEMBL1801624,O=C(CBr)c1ccc(N2CCOCC2)cc1,283.020790788,3,0,2.1008,inactive
CHEMBL1801625,O=C(c1ccc(I)cc1)C(Br)Br,401.77518698000006,1,0,3.589800000000001,inactive
CHEMBL1801626,N#Cc1cccc(C(=O)CBr)c1,222.963275912,2,0,2.1358800000000002,inactive
CHEMBL1801627,N#Cc1cccc(C(=O)C(Br)Br)c1,300.87378798000003,2,0,2.856880000000001,inactive
CHEMBL1801628,Nc1c(Br)cc(C(=O)C(Br)Br)cc1Br,446.71046218000004,2,1,4.0924000000000005,inactive
CHEMBL1801629,O=C(c1ccccn1)C(Br)Br,276.87378798000003,2,0,2.3802000000000003,inactive
CHEMBL1801631,Nc1ncnc2c1ncn2C(=O)CCl,211.026087492,6,1,0.2875,inactive
CHEMBL1801632,CC(=O)C1=C(c2c[nH]c3ccccc23)C(=O)NC1=O,254.06914218,3,2,1.1668999999999998,inactive
CHEMBL1801635,COc1ccc(-n2cnc3cc(C(=O)CBr)ccc32)cc1,344.01603975600005,4,0,3.6117000000000026,inactive
CHEMBL1801636,CC(=O)C1=C(c2cn(C)c3ccccc23)C(=O)NC1=O,268.084792244,4,1,1.1772999999999998,inactive
CHEMBL1801637,Cn1cc(C2=C(C(=O)CBr)C(=O)NC2=O)c2ccccc21,345.99530431200003,4,1,1.5523,active
CHEMBL259850,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,308.057925864,6,2,2.3815999999999997,inactive
CHEMBL1824539,COc1ccc(CNC(=O)Nc2cc(C#N)ccn2)cc1,282.111675688,4,2,2.2835799999999997,inactive
CHEMBL1824540,COc1ccc(CNC(=O)Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1,358.073575928,6,2,3.5348000000000006,inactive
CHEMBL1824334,COc1ccc(CNC(=O)Nc2cc(-c3nnn[nH]3)ccn2)cc1,325.12872272000004,6,3,1.5919999999999994,inactive
CHEMBL1824332,COc1ccc(CNC(=O)Nc2nc3ccc(-c4nnn[nH]4)cc3s2)cc1,381.1007937200001,7,3,2.8067,inactive
CHEMBL1834109,CC(C)Nc1c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c2c1F,337.123797844,5,3,2.715300000000001,inactive
CHEMBL1834110,Nc1c(F)c(NC2CCCCC2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,377.15509797199996,5,3,3.6396000000000024,inactive
CHEMBL1834111,Nc1c(F)c(NCCc2c[nH]c3ccccc23)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,438.15034693999996,5,4,4.030900000000003,inactive
CHEMBL1834112,Nc1c(F)c(NCCN2CCOCC2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,408.16091162399994,7,3,1.6391,inactive
CHEMBL1834113,Nc1c(F)c(NCCc2ccccc2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,399.13944790799997,5,3,3.5496000000000016,inactive
CHEMBL1834116,Nc1c(F)c(NCCn2ccnc2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,389.129945844,7,3,2.2036,inactive
CHEMBL1834122,COc1c(NCCCc2ccccc2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,410.16418543599997,5,2,4.227000000000003,inactive
CHEMBL1834124,COc1c(NCCNc2cccc3ccccc23)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,461.1750844679999,6,3,4.859500000000003,inactive
CHEMBL1834315,Nc1c(F)c(NCCNc2ccccn2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,397.15501771999993,7,4,2.674900000000001,active
CHEMBL1834317,COc1c(NCCNc2ccccn2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CCCC3)c12,455.19688253199996,8,4,3.463700000000001,inactive
CHEMBL1834318,Nc1c(F)c(NCCNc2ccccn2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CCCC1,443.17689603599996,7,4,3.5942000000000016,active
CHEMBL1834319,COc1c(NCCNc2ccccn2)c(F)c(N)c2c(=O)c(C(=O)O)c[nH]c12,387.13428227599996,7,5,1.8751999999999995,inactive
CHEMBL1834321,COc1c(NCCNc2ccccn2)c(F)c(N)c2c(=O)c(C(=O)O)cn(CCC(C)C)c12,457.21253259599996,8,4,3.394700000000001,inactive
CHEMBL1834322,C[C@@H]1COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,413.14993233999996,8,4,2.2934,inactive
CHEMBL1834327,CC1(C)Cn2cc(C(=O)O)c(=O)c3c(N)c(F)c(NCCNc4ccccn4)c(c32)O1,427.165582404,8,4,2.511000000000001,inactive
CHEMBL1834330,Nc1c(F)c(NCCNc2ccccn2)c2c3c1c(=O)c(C(=O)O)cn3C1(CCCC1)CO2,453.1812324679999,8,4,3.0017000000000014,active
CHEMBL1834331,Nc1ccc(CCNc2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)cc1,414.15034694,6,4,3.131800000000002,inactive
CHEMBL1938953,Clc1ccc(-n2cc(-c3ccncc3)nn2)cc1,256.051573968,4,0,2.9827000000000012,inactive
CHEMBL1938954,Clc1cccc(-n2cc(-c3ccncc3)nn2)c1,256.051573968,4,0,2.9827000000000012,inactive
CHEMBL1938959,Cc1ccccc1-n1cc(-c2ccccn2)nn1,236.106196384,4,0,2.6377200000000007,inactive
CHEMBL1938402,c1ccc(Cn2cc(-c3ccc4nccnc4c3)nn2)cc1,287.117095416,5,0,2.9366000000000003,inactive
CHEMBL1938963,Cc1ccccc1-n1nncc1-c1ccncc1,236.106196384,4,0,2.6377200000000007,inactive
CHEMBL1938964,c1cc(-c2cnnn2C2C3CC4CC(C3)CC2C4)ccn1,280.16879664,4,0,3.3373000000000017,inactive
CHEMBL1938966,c1cnc2cc(-c3cnnn3C3C4CC5CC(C4)CC3C5)ccc2n1,331.17969567200004,5,0,3.885500000000003,inactive
CHEMBL1940909,Nc1c(F)c(NCCNc2ccccn2)c2c3c1c(=O)c(C(=O)O)cn3C1(CCC1)CCN2,452.19721688,8,5,3.0348000000000006,inactive
CHEMBL1940252,CC(=O)N1CC[C@@H](Nc2cncc(C(=O)c3cn(C(C)C)c4ncnc(N)c34)n2)[C@H]1c1ccc(F)cc1,502.2241003240001,9,2,3.528500000000002,inactive
CHEMBL1940253,CC(=O)N1CC[C@@H](Nc2cncc(C(=O)c3cn(C(C)C)c4ncnc(N)c34)n2)[C@H]1c1ccccc1,484.2335221360001,9,2,3.389400000000002,inactive
CHEMBL1940976,C[C@H]1COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C#N)cn1c23,394.15535206800007,8,3,2.4668799999999997,active
CHEMBL1940979,C[C@H]1COc2c(NCCCc3ccccc3)c(F)c(N)c3c(=O)c(C#N)cn1c23,392.164854132,6,2,3.5925800000000017,active
CHEMBL1940980,C[C@H]1COc2c(NCCCn3cccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,401.14993233999996,8,3,2.0731,active
CHEMBL1940981,C[C@H]1COc2c(NCCCn3cccn3)c(F)c(N)c3c(=O)c(C#N)cn1c23,382.15535206800007,8,2,2.24658,active
CHEMBL1940985,C[C@H]1COc2c(NCCCn3ccnc3)c(F)c(N)c3c(=O)c(-c4nnn[nH]4)cn1c23,425.1723991000001,10,3,1.5549999999999993,active
CHEMBL1940986,C[C@H]1COc2c(NCCCn3ccnc3)c(F)c(N)c3c(=O)c(C#N)cn1c23,382.15535206800007,8,2,2.24658,active
CHEMBL1940987,C[C@H]1COc2c(NCCCc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,412.15468337199997,7,3,2.8141,active
CHEMBL1940989,C[C@H]1COc2c(NCCCc3ccccn3)c(F)c(N)c3c(=O)c(-c4nnn[nH]4)cn1c23,436.1771501320001,9,3,2.2960000000000003,active
CHEMBL1940990,C[C@H]1COc2c(NCCCc3ccccn3)c(F)c(N)c3c(=O)c(C#N)cn1c23,393.1601031,7,2,2.9875800000000003,active
CHEMBL1957941,O=C(NCCc1ccc([N+](=O)[O-])cc1)c1ccc(O)c2[nH]c(Cc3ccccc3)nc12,416.14845512000005,5,3,3.740000000000002,inactive
CHEMBL1957942,Cc1ccc(S(=O)(=O)Nc2ccc(CCNC(=O)c3ccc(O)c4[nH]c(Cc5ccccc5)nc34)cc2)cc1,540.183126376,5,4,4.9410200000000035,inactive
CHEMBL1957943,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(Cc4ccccc4)nc23)cc1,464.151826248,5,4,3.2033000000000014,inactive
CHEMBL1957947,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(Cl)cc4)nc23)cc1,484.09720383200005,5,4,3.932900000000002,active
CHEMBL1957949,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(F)cc4)nc23)cc1,468.12675437200005,5,4,3.4186000000000014,active
CHEMBL1957950,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(F)cc4Cl)nc23)cc1,502.08778202,5,4,4.072000000000002,active
CHEMBL1957954,O=C(NCCCn1ccnc1)c1ccc(O)c2[nH]c(-c3ccc(Cl)cc3Cl)nc12,429.07593014400004,5,3,4.2589000000000015,active
CHEMBL1957955,O=C(NCCCn1cnc(Cl)c1Cl)c1ccc(O)c2[nH]c(-c3ccc(Cl)cc3Cl)nc12,496.99798544000004,5,3,5.565700000000003,active
